pair_id	median_1p36_21	median_1p36_11	median_1p35_2	median_1p31_3	median_1q21_3	median_1q22	median_1q32_2	median_1q42_13	median_2p11_2	median_2q12_2	median_2q13	median_2q31_1	median_3p22_3	median_3p21_31	median_3p13	median_4q35_1	median_5p15_33	median_5q32	median_5q35_3	median_5q35_3_1	median_6p21_32	median_6q21	median_6q25_3	median_7p22_2	median_7q11_23	median_7q11_23_1	median_7q36_1	median_8p11_23	median_9p21_3	median_9q34_3	median_10p12_2	median_10q22_2	median_10q24_2	median_10q24_32	median_11q13_4	median_11q22_3	median_12p13_31	median_12p13_31_1	median_13q12_11	median_13q14_13	median_13q14_3	median_14q32_12	median_14q32_33	median_15q15_1	median_15q15_1_1	median_15q26_1	median_16p13_3	median_16p11_2	median_16q22_1	median_17p13_3	median_17p13_1	median_17q11_1	median_17q11_2	median_17q23_1	median_17q23_3	median_17q25_1	median_18q21_2	median_19p13_11	median_20p11_22	median_1q42_12	median_2p11_2_1	median_2q12_2_1	median_2q31_1_1	median_4q31_21	median_7q36_1_1	median_8q12_1	median_9q22_32	median_10q11_21	median_11q22_3_1	median_13q12_11_1	median_13q14_2	median_14q32_12_1	median_15q25_2	median_15q26_1_1	median_16p11_2_1	median_16q22_1_1	median_17p11_2	median_17q11_2_1	median_17q22	median_19p13_12	median_19q13_33	median_22q12_1	median_22q13_2	median_1p36_21_1	median_1p36_11_1	median_1q23_2	median_2p13_3	median_3p21_31_1	median_3q21_1	median_7p22_1	median_10q21_3	median_15q15_1_2	median_16p13_3_1	median_17q23_2	median_18q11_2	median_19q13_12
039_pair	1.718571e-03	-4.291749e-04	-4.291749e-04	0	0	0	-2.949171e-03	-2.949171e-03	-9.276162e-04	-4.503909e-04	-4.503909e-04	3.370331e-03	8.204773e-04	2.670161e-04	-2.289615e-03	-1.201384e-03	-3.590311e-03	-3.188909e-03	-3.195182e-03	-3.195182e-03	2.543240e-03	0	0	0	-1.421886e-03	-1.421886e-03	6.531873e-03	0	2.876282e-03	-3.528143e-03	0	3.335532e-03	0	0	4.080927e-04	-1.709138e-04	4.979358e-04	-1.705031e-04	0	0	0	0	0	-5.720263e-04	-5.720263e-04	0	0	4.536617e-03	1.908699e-03	0	0	3.518329e-04	3.518329e-04	0	0	0	0	0	0	-2.949171e-03	-2.172529e-02	-4.503909e-04	3.370331e-03	-1.835802e-03	-3.548287e-03	0	0	-1.439460e-02	-1.709138e-04	0	0	0	0	-1.050219e-03	4.536617e-03	1.908699e-03	6.518225e-04	3.518329e-04	0	0	5.544561e-03	0	0	1.718571e-03	-4.291749e-04	0	3.436513e-04	2.670161e-04	1.245094e-04	0	3.812785e-03	-5.720263e-04	0	0	0	0
044_pair	-8.941945e-03	0	-2.913178e-03	-1.461545e-03	-1.152310e-03	-1.152310e-03	0	0	-2.828101e-03	-1.196680e-03	-1.196680e-03	3.432283e-03	0	-2.754968e-03	-2.754968e-03	-3.556596e-03	1.378387e-03	0	-2.707982e-03	-2.707982e-03	2.352722e-04	0	-2.452890e-03	-2.014056e-03	0	0	-4.472591e-04	-1.541573e-03	0	2.188233e-03	0	2.070554e-03	-3.393303e-03	-3.393303e-03	0	-1.072695e-03	-2.133910e-03	6.538582e-03	0	-3.768571e-03	-3.768571e-03	0	0	2.537793e-04	2.537793e-04	-2.909986e-03	-1.193062e-04	0	0	0	0	1.399410e-03	1.399410e-03	0	0	-2.715920e-03	0	0	0	0	-4.172282e-03	-1.196680e-03	3.432283e-03	-2.319007e-03	-4.299555e-03	-1.660442e-03	0	2.070554e-03	-1.072695e-03	0	-3.768571e-03	0	-2.909986e-03	-2.909986e-03	0	0	1.223530e-02	1.399410e-03	0	0	0	0	0	-8.941945e-03	0	-1.152310e-03	0	-2.754968e-03	-5.584555e-04	-2.014056e-03	2.070554e-03	2.537793e-04	-1.193062e-04	0	0	8.096643e-03
048_pair	1.201438e-02	0	0	0	-4.735924e-03	-7.386077e-03	0	6.746170e-03	0	7.577628e-03	7.577628e-03	-7.991333e-03	-1.032243e-03	-2.390416e-01	-3.394798e-03	7.089730e-03	2.561746e-02	-1.385795e-03	7.544655e-03	7.544655e-03	4.194815e-03	-4.337496e-03	6.689634e-04	0	1.332034e-02	1.332034e-02	4.811575e-03	0	-1.008728e-02	1.090869e-02	0	5.831281e-03	0	0	4.229874e-03	0	-2.252576e-03	-2.059277e-02	-7.583213e-03	-3.486848e-02	-3.486848e-02	0	0	2.603610e-03	2.603610e-03	0	0	0	6.541139e-03	0	0	0	0	-3.954801e-03	-3.954801e-03	5.245126e-03	-3.433691e-03	0	0	-1.267872e-02	2.417788e-03	7.577628e-03	-7.991333e-03	0	4.811575e-03	0	-1.021661e-03	-3.668796e-04	0	-7.583213e-03	-3.486848e-02	0	0	0	0	6.541139e-03	-1.328418e-03	0	-3.954801e-03	0	-9.098134e-03	0	0	1.201438e-02	0	-7.386077e-03	0	-2.390416e-01	2.568865e-03	0	5.831281e-03	2.603610e-03	0	-3.954801e-03	2.100517e-03	0
056_pair	9.020049e-03	0	0	0	3.049657e-03	3.049657e-03	0	0	-2.000236e-03	5.208886e-04	5.208886e-04	-1.821155e-03	0	2.236397e-03	2.236397e-03	1.760961e-05	0	4.007974e-03	3.723051e-03	3.723051e-03	-2.106674e-03	5.529445e-04	1.261966e-03	0	0	0	7.484406e-03	0	0	9.394441e-03	0	0	0	0	2.554022e-03	0	3.800717e-03	-3.660484e-03	4.016633e-03	-3.518957e-03	-3.233892e-01	0	9.688164e-03	0	0	0	0	-6.367894e-03	-3.845055e-03	0	0	3.111525e-03	3.111525e-03	-3.226613e-03	-3.226613e-03	0	1.570150e-04	0	0	0	3.035561e-03	5.208886e-04	-1.821155e-03	-1.050600e-03	7.484406e-03	0	0	3.853199e-03	0	4.016633e-03	-3.518957e-03	0	0	0	-6.367894e-03	-3.845055e-03	1.835148e-03	3.111525e-03	-3.226613e-03	0	1.531996e-03	0	0	9.020049e-03	0	3.049657e-03	-2.000236e-03	2.236397e-03	1.755781e-03	0	0	0	0	-3.226613e-03	0	-1.300025e-03
058_pair	-1.389585e-02	-1.979741e-02	-1.979741e-02	1.452252e-03	-2.210603e-02	-2.095401e-02	6.691369e-03	-3.135442e-03	-9.789564e-02	5.779092e-03	5.779092e-03	-1.895668e-03	-4.599860e-03	-1.484300e-02	7.797244e-03	0	1.250970e-02	5.900964e-03	-8.058254e-03	-8.058254e-03	-2.718052e-02	-7.343518e-03	8.394358e-04	-7.184166e-03	-8.075731e-03	-8.075731e-03	0	0	0	-1.517491e-02	0	-1.762925e-02	0	0	4.143714e-03	-8.193736e-01	4.999588e-03	-1.078431e-03	-1.416006e-02	-2.802357e-03	-9.597433e-01	3.162975e-04	-2.334278e-02	5.634116e-04	5.634116e-04	1.243038e-02	6.869428e-03	-3.747002e-03	1.157610e-03	0	0	-1.434875e-03	-1.434875e-03	0	0	0	-4.982853e-03	0	-3.482434e-03	-3.135442e-03	-2.350573e-02	5.779092e-03	-1.895668e-03	0	0	0	-4.099808e-03	-1.288990e-02	-8.193736e-01	-1.416006e-02	-2.802357e-03	3.162975e-04	0	1.243038e-02	-3.747002e-03	1.157610e-03	-1.592613e-02	-1.434875e-03	0	0	0	0	-1.682844e-02	-1.389585e-02	-1.979741e-02	-5.068870e-03	4.948284e-02	-1.484300e-02	1.657208e-03	-7.184166e-03	-1.024506e-04	5.634116e-04	6.869428e-03	0	-1.464139e-02	-1.855947e-02
060_pair	-8.956135e-03	-2.328411e-02	-1.004431e-02	4.726968e-03	-1.215847e-02	-1.215847e-02	0	0	-1.707496e-02	2.592788e-03	-9.803104e-01	0	0	-1.537311e-03	-1.537311e-03	0	8.389537e-03	4.640224e-04	-7.727817e-03	-7.727817e-03	-1.734722e-02	-9.525642e-01	-1.912299e-03	0	-2.929212e-02	-2.929212e-02	-1.090878e-02	0	0	0	0	-1.661747e-02	-3.737767e-03	-3.737767e-03	-9.940742e-03	0	3.381367e-03	-9.398832e-03	-1.345979e-02	-4.278664e-03	-4.278664e-03	1.050649e-02	1.050649e-02	-9.809915e-01	-9.809915e-01	0	0	-5.923932e-03	0	0	0	4.491634e-04	4.491634e-04	0	0	0	0	0	0	0	-1.707496e-02	-999999999999999	0	-2.276810e-03	-1.090878e-02	0	-9.785673e-04	3.622931e-03	0	-1.345979e-02	-4.278664e-03	1.050649e-02	0	0	-8.953067e-03	0	-3.699670e-02	4.491634e-04	0	0	-1.101398e-02	0	0	-8.956135e-03	-2.328411e-02	-5.886838e-03	2.685857e-04	-1.537311e-03	-2.288690e-04	0	3.380411e-03	-9.809915e-01	-2.688525e-02	0	0	0
063_pair	1.263740e-02	0	0	0	0	0	0	0	-3.690417e-04	0	0	1.872636e-04	0	0	0	-6.225632e-03	4.380736e-03	-1.074208e-03	9.153037e-03	9.153037e-03	5.424252e-04	3.093851e-03	-6.938123e-03	1.331027e-02	1.088568e-02	1.088568e-02	8.081962e-03	1.910828e-03	0	2.656101e-02	0	3.251894e-03	8.253225e-05	8.253225e-05	3.941351e-03	-9.328456e-01	2.353168e-03	2.353168e-03	1.084726e-03	1.084726e-03	1.084726e-03	0	8.270376e-02	0	0	0	0	5.056772e-06	-1.139006e-04	0	0	5.655257e-03	5.655257e-03	-3.101483e-03	-3.101483e-03	0	-2.552651e-03	0	0	0	1.187316e-02	0	1.872636e-04	-2.467061e-04	8.081962e-03	1.904643e-03	0	-8.331847e-05	-9.376666e-01	1.084726e-03	1.084726e-03	0	0	0	1.075336e-02	-1.139006e-04	3.398299e-03	5.655257e-03	-3.101483e-03	0	5.077996e-03	0	0	1.263740e-02	0	0	1.048519e-03	0	-8.682974e-04	0	-8.972794e-04	0	0	-3.101483e-03	0	-2.510986e-03
064_pair	-2.932946e-03	-1.314328e-02	-1.314328e-02	5.186716e-03	-2.497449e-02	-1.036778e-02	1.911331e-03	-1.543092e-02	-8.169158e-03	5.118281e-03	5.118281e-03	-1.069234e-02	-2.510816e-03	-2.510816e-03	3.590626e-03	6.404341e-04	2.155745e-02	4.853729e-03	4.737282e-03	-1.258900e-02	-4.015195e-04	-7.806081e-03	-1.350277e-02	-3.221938e-03	-1.839337e-02	-1.839337e-02	9.677274e-03	-1.607937e-02	0	-8.123029e-03	-3.086698e-03	-2.104675e-02	-1.418456e-02	0	-7.502148e-03	-2.455916e-03	-1.168882e-02	-1.046600e-02	-2.608989e-03	-2.946349e-03	-4.607883e-03	4.263056e-03	4.263056e-03	-3.807539e-03	-3.807539e-03	6.713898e-03	-3.513882e-04	0	-1.053992e-03	0	0	4.142065e-02	-4.561710e-02	0	0	0	0	0	0	-1.543092e-02	-8.169158e-03	5.118281e-03	-1.069234e-02	-3.603281e-03	9.677274e-03	-5.627487e-01	2.189403e-04	3.447512e-03	-2.455916e-03	-2.608989e-03	-2.946349e-03	4.263056e-03	0	6.713898e-03	0	-1.053992e-03	-1.329057e-02	-4.561710e-02	0	3.893217e-03	0	1.197397e-02	0	-2.932946e-03	-1.667897e-02	5.142088e-03	1.367198e-03	-2.510816e-03	5.916815e-03	-3.221938e-03	3.768859e-04	-3.807539e-03	-3.513882e-04	0	0	0
082_pair	0	-3.331494e-03	-3.331494e-03	2.754282e-03	-4.696036e-03	-2.007141e-03	0	0	3.546559e-04	-1.615841e-03	-1.615841e-03	2.894858e-03	0	0	0	-6.604805e-04	0	0	0	0	-9.312567e-04	0	-7.101728e-03	-4.211720e-03	-9.526536e-03	-9.526536e-03	-1.899576e-03	0	0	-8.957870e-05	0	-2.014247e-03	0	0	0	-4.691698e-04	-8.446797e-03	0	-7.445845e-04	-7.445845e-04	-7.445845e-04	0	0	0	0	-4.304106e-03	0	-5.419559e-03	0	0	0	-1.701859e-03	-3.092860e-03	0	0	0	0	0	0	0	3.546559e-04	1.262682e-03	0	0	-2.364341e-03	7.971085e-04	0	-4.206921e-03	-4.691698e-04	-7.445845e-04	-7.445845e-04	0	0	-4.304106e-03	-5.419559e-03	0	-7.531678e-03	-3.092860e-03	0	0	-2.519455e-03	0	0	0	-3.331494e-03	-2.007141e-03	0	0	-2.939927e-03	-4.211720e-03	4.478596e-03	0	0	0	-1.786336e-04	3.743607e-03
083_pair	0	0	0	0	0	0	-2.916024e-03	-2.916024e-03	1.015723e-03	-2.565460e-03	-2.565460e-03	0	0	-1.806735e-03	-1.806735e-03	0	0	-3.633244e-03	-5.675889e-03	-5.675889e-03	4.151944e-03	1.796749e-03	-3.289495e-03	-9.020503e-03	0	0	-2.817740e-03	0	0	-2.893086e-03	0	0	1.606165e-03	1.606165e-03	0	-2.984407e-03	-5.713255e-03	-1.531564e-03	0	0	-9.658249e-01	-6.107808e-04	1.046384e-03	7.602164e-04	7.602164e-04	0	0	4.669152e-03	2.101772e-03	0	0	-5.461094e-03	0	4.027010e-03	4.027010e-03	-1.023417e-03	-5.310873e-04	0	0	-2.916024e-03	-6.174320e-03	-2.565460e-03	0	0	-2.817740e-03	1.249157e-03	0	-8.181267e-03	-2.984407e-03	0	-9.658249e-01	-6.107808e-04	0	0	4.669152e-03	2.101772e-03	1.110177e-03	0	4.027010e-03	0	-5.335261e-04	0	0	0	0	0	-9.861557e-04	-1.806735e-03	0	-9.020503e-03	2.124572e-03	7.602164e-04	0	4.027010e-03	0	0
084_pair	-4.350583e-04	1.912652e-04	1.912652e-04	1.912652e-04	0	0	-6.967039e-04	-6.967039e-04	-1.293185e-03	-4.869906e-04	-4.869906e-04	-9.867730e-04	1.631688e-03	1.631688e-03	0	-1.053790e-03	-5.004392e-04	-1.788470e-03	-3.709639e-03	-3.709639e-03	0	0	-3.712002e-03	0	4.385923e-05	4.385923e-05	-5.267769e-03	1.639438e-03	0	-4.068136e-03	0	3.882938e-04	0	0	6.733577e-06	0	-1.375531e-03	2.593443e-03	3.526208e-03	-7.127225e-03	-3.245835e+00	0	0	0	0	-8.849778e-04	0	8.189656e-04	6.909301e-04	0	0	-9.692936e-04	1.184304e-03	0	0	0	-1.700433e-03	0	0	-6.967039e-04	-6.768698e-04	0	-9.867730e-04	0	-5.267769e-03	-1.052816e-03	-1.549011e-03	-7.275825e-03	0	3.526208e-03	-7.127225e-03	0	-2.066046e-03	-1.181133e-03	8.189656e-04	6.909301e-04	5.055267e-03	1.184304e-03	0	0	-1.621451e-03	0	0	-4.350583e-04	1.912652e-04	4.626800e-03	0	1.631688e-03	0	0	1.514399e-03	0	0	0	2.608170e-04	7.039183e-03
090_pair	-3.679300e-03	0	0	0	-1.774631e-03	-1.774631e-03	2.448802e-03	-9.821953e-04	-3.218932e-02	-1.472714e-03	-4.359241e-03	3.123614e-03	0	-3.404367e-03	-3.404367e-03	0	-3.275662e-03	3.071760e-05	-2.975541e-03	-2.975541e-03	7.969763e-04	2.491798e-04	-5.119123e-03	0	-4.644531e-03	-4.644531e-03	2.438955e-03	-1.292049e-03	0	9.992034e-03	0	4.105712e-03	0	0	0	-2.510939e-03	0	0	-6.803656e-03	-2.030795e-03	-2.030795e-03	-1.397150e-03	-1.397150e-03	0	0	-1.793379e-02	4.818342e-04	0	1.640582e-03	0	0	-1.955009e-03	-1.955009e-03	0	0	0	0	0	0	-9.821953e-04	-3.218932e-02	-1.472714e-03	3.123614e-03	0	2.438955e-03	0	0	-8.906187e-03	-2.510939e-03	-6.803656e-03	-2.030795e-03	-1.397150e-03	0	-1.401519e-03	0	1.640582e-03	-4.102618e-03	-1.955009e-03	0	0	-3.903535e-03	0	0	-3.679300e-03	0	-3.193222e-03	0	-3.404367e-03	0	0	4.105712e-03	0	2.815694e-02	0	-2.930086e-03	0
1056_pair	6.880965e-03	0	0	-4.749632e-03	-3.001637e-03	-3.001637e-03	0	0	-6.297157e-04	4.326076e-04	4.326076e-04	-1.394628e-03	-2.585510e-03	5.199605e-03	2.255586e-03	3.527757e-03	1.915023e-03	2.330421e-04	-4.307645e-03	-4.307645e-03	-2.170173e-04	4.033072e-03	3.515834e-03	-8.383535e-03	-8.477951e-03	-8.477951e-03	2.918781e-03	0	-2.717494e-03	0	0	0	0	0	3.111328e-03	1.716505e-03	-2.337015e-03	-2.337015e-03	4.946431e-03	-2.988375e-04	-9.269418e-01	2.675062e-03	2.675062e-03	-3.989215e-03	-3.989215e-03	-1.111880e-04	0	3.829544e-03	0	-4.669971e-03	0	-2.578291e-02	3.697371e-03	1.722070e-03	1.722070e-03	-2.009864e-03	0	0	4.621619e-03	0	-6.297157e-04	4.326076e-04	-1.394628e-03	-2.099987e-03	2.918781e-03	9.147407e-03	-1.786049e-06	-1.110751e-02	0	4.946431e-03	-2.988375e-04	2.675062e-03	0	-1.111880e-04	-2.859592e-03	0	-2.225589e-03	3.697371e-03	1.722070e-03	0	-6.630864e-03	0	0	6.880965e-03	0	-3.001637e-03	0	5.199605e-03	0	-8.383535e-03	0	-3.989215e-03	0	1.722070e-03	1.088960e-03	1.774472e-03
1059_pair	1.915847e-03	0	0	0	-1.622226e-03	4.181744e-04	2.329003e-03	2.329003e-03	-2.394315e-03	-1.363980e-04	0	1.167196e-03	0	-3.647861e-03	-3.647861e-03	-1.087987e-03	4.061774e-03	1.841571e-03	0	0	0	9.849296e-04	-4.399623e-04	0	0	0	3.891936e-03	-6.792397e-03	0	6.486641e-04	0	-1.899726e-03	0	0	0	-1.394747e-02	3.502200e-03	-5.902524e-03	-5.450337e-03	-5.535976e-03	-8.580606e-01	0	0	-4.026020e-03	-4.026020e-03	0	0	1.331381e-03	1.144461e-03	0	0	-1.622152e-04	2.806942e-04	-3.661385e-03	-3.661385e-03	5.012468e-03	0	0	0	2.329003e-03	-2.394315e-03	-1.363980e-04	1.167196e-03	0	3.891936e-03	-5.658397e-03	-2.739076e-03	-6.359325e-04	-1.394747e-02	-5.450337e-03	-5.535976e-03	0	0	0	1.331381e-03	1.144461e-03	-2.260686e-03	2.806942e-04	-3.661385e-03	0	0	0	0	1.915847e-03	0	0	-2.394315e-03	-3.647861e-03	0	0	-1.899726e-03	-4.026020e-03	0	-3.661385e-03	-4.300643e-03	0
1076_pair	-9.637256e-03	0	0	0	0	0	0	0	0	-3.729664e-03	-3.729664e-03	0	0	0	0	-2.275697e-03	0	-5.856760e-04	-4.923260e-03	-4.923260e-03	-2.271264e-03	1.130190e-03	-3.939972e-03	-5.908999e-03	-1.110951e-02	-1.110951e-02	-1.222826e-03	0	0	0	0	2.848880e-03	0	0	0	-9.206007e-01	1.181793e-01	1.181793e-01	-2.764366e-01	-1.496606e-02	-3.090462e-02	0	-9.338504e-01	0	0	0	0	-5.080191e-03	1.162526e-03	0	0	0	0	1.112072e-03	-1.772073e-03	-1.673437e-03	0	0	0	0	-1.151366e-02	-3.729664e-03	0	-7.719274e-04	-1.222826e-03	0	-2.257392e-03	-999999999999999	-9.206007e-01	-2.764366e-01	-1.496606e-02	0	0	0	3.974137e-04	1.162526e-03	-8.078112e-04	0	1.112072e-03	0	3.447302e-04	0	0	-9.637256e-03	0	0	0	0	-5.018729e-04	-5.908999e-03	6.186366e-03	0	0	1.112072e-03	0	0
1078_pair	2.622363e-03	-1.227141e-05	-1.227141e-05	-1.227141e-05	0	0	-3.676468e-03	-1.906342e-03	1.402425e-03	-3.546959e-04	-3.546959e-04	0	3.183508e-04	0	0	-5.474196e-04	-4.378233e-04	2.623776e-03	-1.464785e-03	-1.464785e-03	1.610383e-04	0	0	0	-1.165281e-03	-1.165281e-03	1.896852e-04	0	0	-3.323794e-03	0	2.383674e-03	0	0	-1.291184e-03	0	-8.441464e-04	-8.441464e-04	9.746490e-05	-2.404686e-04	-6.195376e-01	0	0	1.637504e-04	1.637504e-04	0	3.274897e-03	0	0	0	0	1.944686e-03	-1.293162e-03	-2.886246e-03	-6.514990e-03	0	-7.608870e-04	0	0	-1.906342e-03	1.402425e-03	-3.546959e-04	0	-8.294075e-04	1.896852e-04	0	-6.107031e-05	8.839885e-04	0	9.746490e-05	-2.404686e-04	0	0	0	0	0	-6.445557e-03	-1.293162e-03	2.181373e-03	0	-3.650037e-03	0	0	2.622363e-03	-1.227141e-05	5.181327e-03	0	0	8.785214e-05	0	2.383674e-03	1.637504e-04	3.274897e-03	-2.886246e-03	0	1.596881e-03
1101_pair	-7.636511e-04	0	0	-6.470070e-04	-1.600441e-04	-1.600441e-04	9.541129e-04	9.541129e-04	-5.919952e-03	1.839112e-03	1.839112e-03	0	1.185815e-03	1.185815e-03	0	0	3.861031e-03	0	-8.323857e-03	-8.323857e-03	8.708257e-03	-4.681176e-04	4.506012e-03	0	-6.078388e-03	-6.078388e-03	0	-2.349550e-03	0	7.564063e-03	0	0	0	0	0	-1.327224e-02	8.336584e-03	2.592770e-03	-2.818167e-03	-9.387101e-04	-5.274182e-01	0	9.234141e-03	-1.414671e-03	-1.414671e-03	0	0	-7.096146e-03	0	0	0	-2.436691e-03	-2.436691e-03	-4.409293e-03	-4.409293e-03	6.646814e-03	0	0	0	9.541129e-04	-5.919952e-03	1.839112e-03	0	-9.017916e-04	0	-3.309934e-03	0	5.750957e-03	-1.769127e-03	-2.818167e-03	-5.920499e-04	0	0	0	2.379991e-03	0	-1.939782e-03	-2.436691e-03	-4.409293e-03	0	-3.170973e-03	0	0	-7.636511e-04	0	0	-3.950647e-03	1.185815e-03	4.213472e-04	0	-5.043932e-03	-1.414671e-03	0	-4.409293e-03	0	0
115_pair	-3.024917e-03	-6.653217e-03	-6.653217e-03	0	3.253780e-01	3.253780e-01	0	0	-1.212108e-02	-2.346712e-02	-2.346712e-02	0	4.435736e-03	0	0	0	-9.677478e-03	-7.250772e-03	-1.551469e-02	-6.243655e-03	0	8.029454e-03	-1.111460e-02	-1.653700e-02	-2.311726e-02	-2.311726e-02	-3.514077e-03	0	0	-1.747042e-03	0	8.134588e-03	0	0	-3.958984e-03	7.168613e-04	-9.792692e-03	0	-1.974932e-04	-9.414126e-01	-9.414126e-01	-1.118813e-02	4.401934e-02	0	0	0	-2.923954e-03	0	8.392727e-03	0	0	3.399468e-03	3.399468e-03	0	0	-3.627469e-03	2.626959e-03	0	0	0	-1.212108e-02	-2.346712e-02	0	-2.724142e-03	-3.514077e-03	0	0	-999999999999999	7.168613e-04	-1.974932e-04	-9.414126e-01	-1.118813e-02	0	0	0	8.392727e-03	7.302256e-03	3.399468e-03	0	0	-2.037079e-03	0	0	-3.024917e-03	-6.653217e-03	-4.110403e-03	0	0	-2.219802e-03	-1.653700e-02	8.134588e-03	0	1.955377e-02	0	0	0
1164_pair	-5.076095e-04	0	0	9.815036e-04	-4.355249e-03	-4.355249e-03	0	-1.970761e-03	-2.053676e-02	4.722192e-04	4.722192e-04	6.450132e-04	3.638492e-03	2.352493e-05	0	8.524484e-04	1.729738e-03	-2.903772e-04	-4.030770e-03	-3.858055e-03	-2.966728e-03	0	-6.657406e-05	-5.195062e-03	-1.188980e-02	-1.188980e-02	-3.517308e-03	-7.501347e-04	0	4.157175e-03	0	0	-2.303901e-03	4.309423e-04	-2.676432e-04	9.263931e-04	1.773888e-03	5.717156e-03	2.439889e-03	-1.528557e-02	-6.786876e-01	4.415796e-03	4.415796e-03	-3.364458e-03	-3.364458e-03	3.474652e-03	0	4.660039e-03	0	0	0	-1.766235e-01	-1.986184e-04	0	0	2.161460e-03	-3.384963e-03	0	0	-1.970761e-03	-4.432790e-03	4.722192e-04	6.450132e-04	-1.106495e-03	-3.517308e-03	-3.308340e-03	0	-6.479524e-03	0	2.439889e-03	-4.538964e-01	4.415796e-03	0	3.474652e-03	4.660039e-03	0	-4.177717e-03	-1.986184e-04	0	0	0	0	0	-5.076095e-04	0	-1.851286e-04	-2.095609e-04	2.352493e-05	1.453436e-03	-5.195062e-03	0	-3.364458e-03	0	0	0	-1.771063e-03
1169_pair	8.552620e-04	-9.776036e-04	-9.776036e-04	0	3.315234e-03	3.315234e-03	0	0	-1.474043e-03	-2.464491e-03	-2.464491e-03	1.520149e-03	0	0	0	-2.903459e-03	8.109467e-03	4.116250e-03	-6.998847e-04	-6.998847e-04	-2.683500e-03	3.126388e-03	2.233386e-03	0	-2.369322e-02	-2.369322e-02	4.315367e-03	-1.220010e-02	0	0	0	0	-1.464890e-03	-1.464890e-03	-5.887113e-04	0	7.078386e-04	5.423875e-03	-1.467721e-02	0	0	-9.426338e-01	-9.426338e-01	-2.163486e-03	-2.163486e-03	0	0	1.846375e-03	0	0	0	-1.168208e-03	-1.168208e-03	0	0	0	0	0	0	0	-1.474043e-03	1.687452e-03	1.520149e-03	-7.968278e-04	4.315367e-03	1.469494e-03	-1.048543e-03	9.392726e-04	0	-1.467721e-02	0	-9.426338e-01	0	-3.741783e-03	1.846375e-03	0	2.422137e-04	-1.168208e-03	0	0	1.028695e-02	0	0	8.552620e-04	-9.776036e-04	3.315234e-03	1.036559e-03	0	1.908973e-03	0	0	-2.163486e-03	0	0	0	-3.833667e-03
1179_pair	-2.594085e-03	0	0	0	1.130955e-03	1.130955e-03	9.492772e-04	-1.167951e-03	-2.666523e-03	-7.263928e-05	0	2.641201e-03	0	8.096101e-03	-1.032012e-03	-1.666128e-03	-3.349096e-03	1.977693e-03	-9.198156e-04	-9.198156e-04	1.194333e-03	-6.172819e-01	-2.031639e-03	0	1.395272e-03	1.395272e-03	-1.146143e-05	0	1.027498e-03	-6.226155e-03	0	0	0	0	0	0	3.106059e-04	8.410994e-04	4.909240e-03	-6.826646e-01	-8.844459e-01	0	-1.160140e-02	-1.613096e-03	0	-1.345304e-03	0	4.874132e-03	2.289250e-03	0	0	-1.196173e-03	-1.196173e-03	0	0	0	0	0	0	-1.167951e-03	-2.666523e-03	-7.263928e-05	2.641201e-03	-1.671247e-03	-1.146143e-05	0	0	-1.041059e-02	0	4.909240e-03	-7.275834e-01	0	0	-1.345304e-03	4.874132e-03	2.289250e-03	-1.582939e-03	-1.196173e-03	0	0	0	0	0	-2.594085e-03	0	1.130955e-03	0	8.096101e-03	1.308008e-04	0	0	0	0	0	0	7.185117e-04
1183_pair	-2.622509e-02	-6.298350e-03	-6.298350e-03	1.347475e-02	-5.361654e-03	-5.361654e-03	3.846459e-05	-1.151848e-01	-4.823222e-01	-7.690900e-03	-7.690900e-03	0	0	-1.637649e-02	-6.352281e-03	3.825183e-03	0	9.292370e-03	4.653253e-01	4.653253e-01	-7.075400e-03	0	-1.060510e-02	-7.346906e-01	-2.151554e-02	-2.151554e-02	-8.384318e-03	4.971628e-03	4.150322e-03	-1.612814e-02	0	-1.449684e-03	0	0	-1.204949e-02	-2.143106e-04	-2.072611e-02	-9.431890e-03	-8.824749e-03	-2.094771e-02	-8.266589e-04	0	0	4.717565e-03	4.717565e-03	0	0	2.143136e-03	0	0	0	-1.835643e-03	-1.835643e-03	0	0	0	-4.065790e-03	0	0	-1.151848e-01	-4.823222e-01	-7.690900e-03	0	-5.113078e-04	-9.168153e-03	-3.940664e-03	2.625876e-04	1.011509e-02	-5.007958e-03	-8.824749e-03	-8.266589e-04	0	0	0	2.143136e-03	0	9.458870e-01	-1.835643e-03	1.057776e-02	0	-1.725113e-02	9.358859e-04	0	-2.622509e-02	-6.298350e-03	-4.936600e-03	-7.891014e-03	-1.637649e-02	-1.198586e-02	-7.346906e-01	9.979915e-03	4.717565e-03	0	0	0	0
