pair_id	median_1p36_21	median_1p36_11	median_1p35_2	median_1p31_3	median_1q21_3	median_1q22	median_1q32_2	median_1q42_13	median_2p11_2	median_2q12_2	median_2q13	median_2q31_1	median_3p22_3	median_3p21_31	median_3p13	median_4q35_1	median_5p15_33	median_5q32	median_5q35_3	median_5q35_3_1	median_6p21_32	median_6q21	median_6q25_3	median_7p22_2	median_7q11_23	median_7q11_23_1	median_7q36_1	median_8p11_23	median_9p21_3	median_9q34_3	median_10p12_2	median_10q22_2	median_10q24_2	median_10q24_32	median_11q13_4	median_11q22_3	median_12p13_31	median_12p13_31_1	median_13q12_11	median_13q14_13	median_13q14_3	median_14q32_12	median_14q32_33	median_15q15_1	median_15q15_1_1	median_15q26_1	median_16p13_3	median_16p11_2	median_16q22_1	median_17p13_3	median_17p13_1	median_17q11_1	median_17q11_2	median_17q23_1	median_17q23_3	median_17q25_1	median_18q21_2	median_19p13_11	median_20p11_22	median_1q42_12	median_2p11_2_1	median_2q12_2_1	median_2q31_1_1	median_4q31_21	median_7q36_1_1	median_8q12_1	median_9q22_32	median_10q11_21	median_11q22_3_1	median_13q12_11_1	median_13q14_2	median_14q32_12_1	median_15q25_2	median_15q26_1_1	median_16p11_2_1	median_16q22_1_1	median_17p11_2	median_17q11_2_1	median_17q22	median_19p13_12	median_19q13_33	median_22q12_1	median_22q13_2	median_1p36_21_1	median_1p36_11_1	median_1q23_2	median_2p13_3	median_3p21_31_1	median_3q21_1	median_7p22_1	median_10q21_3	median_15q15_1_2	median_16p13_3_1	median_17q23_2	median_18q11_2	median_19q13_12
1191_pair	9.712983e-04	9.254284e-04	9.254284e-04	0	-3.276836e-03	-3.276836e-03	0	0	0	7.761598e-04	7.761598e-04	0	0	0	2.237387e-04	-1.003862e-03	-2.824078e-04	1.790034e-03	-8.125919e-03	-8.125919e-03	1.611337e-03	-6.471003e-02	2.535044e-04	0	-3.544158e-04	-3.544158e-04	1.821251e-05	-7.363898e-03	6.332023e-05	0	0	6.952086e-04	0	0	1.869935e-03	-9.474317e-02	-7.534189e-03	-7.017712e-03	0	0	0	-9.676348e-01	-9.676348e-01	3.767661e-04	3.767661e-04	-1.481600e-03	0	-2.408759e-03	6.524812e-05	0	0	1.764423e-03	1.764423e-03	0	0	0	0	0	0	0	1.084986e-03	-999999999999999	0	-4.544788e-03	1.821251e-05	2.587817e-03	5.978207e-04	-1.344833e-03	-9.474317e-02	0	0	-9.676348e-01	0	-1.481600e-03	-2.408759e-03	6.524812e-05	-5.377446e-02	1.764423e-03	0	0	0	0	0	9.712983e-04	9.254284e-04	-2.322177e-03	0	0	0	0	-1.344833e-03	3.767661e-04	0	0	0	3.901458e-03
1192_pair	-1.231094e-03	3.630227e-06	3.630227e-06	-7.422876e-04	2.298813e-03	2.298813e-03	-1.218913e-03	0	0	1.387969e-03	1.387969e-03	0	0	0	0	0	-1.503470e-03	-5.276241e-04	-1.003567e-03	-1.003567e-03	0	0	-4.690343e-03	-6.092217e-03	-5.435578e-03	-5.435578e-03	2.786157e-03	0	0	-2.729689e-03	0	0	-2.992230e-03	-2.992230e-03	6.574308e-03	-2.196031e-01	-2.302958e-03	-1.850723e-03	-4.433379e-03	0	0	6.766367e-04	6.766367e-04	8.656069e-04	8.656069e-04	0	0	0	0	0	0	2.373827e-03	-2.720366e-03	1.066551e-03	1.066551e-03	-3.192473e-03	0	0	0	0	0	1.387969e-03	0	8.521022e-04	2.786157e-03	0	0	1.592318e-04	-2.196031e-01	-3.633945e-03	0	6.766367e-04	0	0	0	0	1.443866e-03	-2.720366e-03	-4.736828e-03	0	0	0	0	-1.231094e-03	3.630227e-06	6.370891e-04	0	0	0	-6.092217e-03	0	8.656069e-04	0	1.066551e-03	0	9.927797e-03
122_pair	6.591068e-03	1.990136e-03	1.990136e-03	4.257139e-04	4.000514e-03	4.000514e-03	0	0	0	1.185236e-04	1.185236e-04	-1.756244e-04	0	0	0	-8.866256e-04	0	-1.159821e-03	2.234293e-04	2.234293e-04	-4.787093e-03	1.075462e-03	-5.350556e-05	-1.029148e-03	2.119299e-03	2.119299e-03	6.401867e-04	-8.182458e-04	0	1.468472e-03	0	0	9.604726e-04	9.604726e-04	-1.362563e-03	0	-1.853670e-03	-1.853670e-03	1.875320e-03	-6.315282e-04	-6.315282e-04	0	0	1.180963e-03	1.180963e-03	0	0	9.247323e-05	0	0	0	-1.025157e-01	-1.975764e-03	0	0	0	-1.691060e-03	0	0	0	0	1.185236e-04	-1.756244e-04	-4.375657e-04	6.401867e-04	2.767604e-03	1.515119e-03	-5.050386e-03	0	1.875320e-03	-6.315282e-04	0	0	0	9.247323e-05	0	8.935855e-03	-1.975764e-03	0	0	5.622437e-04	0	0	6.591068e-03	1.990136e-03	-6.458618e-03	5.436168e-06	0	2.088505e-04	0	0	1.180963e-03	0	0	0	-2.607940e-03
125_pair	9.715929e-04	2.281705e-03	2.281705e-03	-6.774613e-03	8.185725e-03	-9.733812e-04	5.034802e-03	3.748731e-04	-1.636270e-02	-4.955409e-04	-4.955409e-04	4.610404e-05	0	-2.189329e-04	-2.189329e-04	-3.113706e-03	5.180920e-03	3.090190e-03	0	0	6.151800e-03	0	-1.101026e-03	0	-1.223242e-02	-1.223242e-02	2.499003e-03	0	0	2.279810e-02	0	2.469404e-03	0	0	0	-1.028860e-02	5.872047e-03	-2.280130e-03	-1.057406e-03	-4.400320e-02	-4.400320e-02	7.751273e-03	7.751273e-03	0	0	1.381971e-03	0	8.948011e-04	6.088400e-04	0	0	4.433229e-03	4.433229e-03	0	0	0	-3.541381e-03	0	0	3.748731e-04	-1.636270e-02	-4.955409e-04	4.610404e-05	-2.528234e-03	2.499003e-03	-5.213211e-03	0	-999999999999999	-2.677478e-03	-1.057406e-03	-4.400320e-02	7.751273e-03	1.381971e-03	1.381971e-03	8.948011e-04	6.088400e-04	-6.437829e-02	4.433229e-03	0	0	2.353086e-03	0	-3.762180e-03	9.715929e-04	2.281705e-03	6.221324e-04	0	-2.189329e-04	1.716260e-03	0	9.590621e-04	0	0	0	0	0
1267_pair	0	0	0	0	0	0	-1.746558e-03	-1.746558e-03	1.500917e-03	-1.984100e-04	-1.984100e-04	-1.160310e-03	0	-7.556231e-03	-3.378943e-03	9.416254e-05	4.662478e-03	0	0	0	6.943698e-03	-3.973453e-05	8.269915e-04	0	-3.425216e-04	-3.425216e-04	7.679174e-03	0	0	0	0	-9.487778e-04	0	0	0	-2.584470e-04	4.244649e-03	6.888087e-03	-3.817129e-03	-1.273889e-04	-1.247871e+00	0	0	-2.603043e-03	-2.603043e-03	0	0	-4.739037e-03	2.357025e-03	3.279034e-03	3.279034e-03	2.827480e-04	2.827480e-04	-3.031328e-03	-3.031328e-03	0	-2.488745e-03	0	0	-1.746558e-03	1.500917e-03	-1.984100e-04	-1.160310e-03	-4.214154e-03	7.679174e-03	0	-7.461146e-04	1.157975e-04	-2.584470e-04	-3.817129e-03	-5.412635e-01	0	0	0	-4.739037e-03	2.357025e-03	-3.996426e-03	2.827480e-04	-3.031328e-03	0	2.737197e-03	-4.484247e-04	0	0	0	0	0	-7.556231e-03	-2.289125e-04	0	-9.487778e-04	-2.603043e-03	0	-3.031328e-03	0	0
1276_pair	-6.139927e-03	0	0	-6.477811e-04	0	0	-6.978387e-04	-6.978387e-04	6.697261e-04	1.382870e-03	1.382870e-03	0	0	0	-1.825393e-07	-6.571063e-04	4.114854e-04	0	1.715797e-03	1.715797e-03	0	0	1.165604e-05	0	-7.959658e-05	-7.959658e-05	2.895558e-03	0	0	1.556427e-03	0	0	0	0	-4.645444e-03	0	1.350077e-03	2.343031e-04	-1.306689e-03	5.381071e-04	-9.642709e-01	0	0	-1.827184e-03	-1.827184e-03	-1.206591e-03	0	9.178138e-04	0	0	0	3.153614e-03	-3.899065e-03	0	0	0	-2.462024e-03	0	0	-6.978387e-04	6.697261e-04	1.382870e-03	0	-6.171484e-05	2.895558e-03	0	-6.890038e-04	-8.013567e-03	0	-1.306689e-03	5.381071e-04	0	1.305119e-03	-1.206591e-03	9.178138e-04	0	3.426039e-03	-3.899065e-03	0	0	0	0	0	-6.139927e-03	0	0	-1.072994e-05	0	-9.609375e-04	0	0	-1.827184e-03	0	0	6.181454e-04	0
128_pair	1.661935e-03	4.526853e-04	4.526853e-04	4.526853e-04	4.752633e-03	-2.631334e-03	1.808984e-03	0	-3.998062e-02	-1.318961e-03	-1.318961e-03	0	0	-2.822134e-03	1.647692e-03	-2.114725e-03	0	4.900117e-03	7.625161e-04	7.625161e-04	0	1.296348e-03	0	0	2.247985e-03	2.247985e-03	1.943952e-03	-5.313611e-04	0	0	0	0	0	0	0	-9.687348e-01	6.918764e-04	1.581972e-03	3.221507e-03	6.672870e-03	6.672870e-03	-2.403008e-04	-2.403008e-04	-3.058020e-03	-3.058020e-03	0	0	-3.185687e-03	9.814630e-04	0	0	-1.426321e-01	-3.927078e-03	0	0	0	4.261872e-03	0	-2.716111e-03	0	-4.387106e-02	-1.318961e-03	0	-5.616562e-03	1.943952e-03	-7.287743e-02	2.457344e-03	-8.657215e-03	-9.687348e-01	3.221507e-03	6.672870e-03	-2.403008e-04	3.115883e-04	0	-3.932789e-03	9.814630e-04	-1.336357e-02	-3.927078e-03	-1.664396e-03	0	0	0	0	1.661935e-03	4.526853e-04	3.501926e-03	-3.954851e-02	-2.822134e-03	2.952388e-04	0	0	-3.058020e-03	0	0	0	0
1292_pair	9.009445e-03	0	0	-2.696000e-03	3.390395e-03	3.390395e-03	0	0	2.611508e-04	3.783210e-05	3.783210e-05	-1.861456e-03	0	0	0	-1.880377e-04	1.085294e-02	2.792559e-03	6.755863e-04	9.601797e-04	-6.030142e-04	0	6.969754e-04	0	0	0	7.480127e-03	0	-1.017276e-01	1.067058e-02	0	0	0	0	4.953608e-04	0	1.740489e-02	-6.314177e-02	0	-7.305289e-02	-4.088832e+00	3.269204e-03	3.269204e-03	0	0	4.054620e-03	2.099462e-03	0	2.527313e-03	-1.291278e-01	-1.617546e-01	-3.919329e-02	-2.666038e-02	-8.587108e-02	1.018038e-02	0	0	0	0	0	2.611508e-04	3.783210e-05	-1.861456e-03	-3.523443e-03	6.811772e-03	-3.828016e-03	2.168363e-03	3.354699e-03	0	0	-1.257381e-01	3.269204e-03	-1.874300e-03	-7.397161e-04	0	2.527313e-03	0	-2.666038e-02	-1.638814e-01	0	3.540744e-03	0	0	9.009445e-03	0	3.390395e-03	2.611508e-04	0	5.185830e-04	-2.348691e-03	0	0	1.260031e-02	1.018038e-02	0	-3.255718e-03
1297_pair	5.420816e-03	0	0	7.330649e-03	-1.212822e-02	-1.212822e-02	2.596218e-03	2.596218e-03	2.043309e-03	0	0	1.545710e-03	-4.015550e-04	-8.730702e-02	0	2.860250e-04	1.658108e-02	-1.244451e-03	-6.280975e-03	-6.280975e-03	-1.792472e-02	-1.877350e-03	-3.433902e-03	-8.440962e-03	-2.213208e-02	-2.213208e-02	-9.354063e-03	0	1.142431e-03	-2.557681e-03	0	-3.149636e-03	0	0	0	3.744530e-03	2.486762e-03	2.486762e-03	-7.715537e-03	-2.333005e-02	-2.077977e-02	0	-3.757279e-03	1.762624e-04	1.762624e-04	0	0	-1.466182e-03	0	0	0	-3.034069e-03	1.780813e-03	-5.442506e-03	-5.442506e-03	0	-4.938787e-03	0	6.651819e-03	2.596218e-03	-6.476157e-03	0	1.545710e-03	-4.050442e-03	-9.354063e-03	-8.388782e-03	-1.460915e-03	3.472943e-03	-2.375479e-04	-7.715537e-03	-2.077977e-02	0	0	0	-1.466182e-03	0	-5.903254e-03	1.780813e-03	-5.442506e-03	0	0	0	0	5.420816e-03	0	0	-1.238109e-03	-8.730702e-02	-1.546100e-02	-8.440962e-03	-3.149636e-03	1.762624e-04	0	-5.442506e-03	0	0
1319_pair	6.364134e-03	8.246786e-04	8.246786e-04	0	-1.852237e-03	-1.852237e-03	3.480625e-04	3.480625e-04	-2.929005e-03	0	0	6.223889e-04	-2.316845e-04	0	0	1.732156e-04	0	1.398370e-03	9.896631e-04	9.896631e-04	0	0	-1.911948e-03	-1.678991e-03	1.390558e-03	1.390558e-03	4.643455e-03	0	0	0	0	-1.073469e-03	8.422725e-04	8.422725e-04	-6.474909e-04	0	1.852829e-03	-2.031034e-03	4.319520e-03	0	-9.250369e-01	1.694210e-03	1.694210e-03	0	0	1.018635e-03	0	-8.627601e-04	-4.922727e-04	0	0	5.017340e-04	5.017340e-04	-2.439372e-03	-2.439372e-03	0	-8.514328e-04	0	0	3.480625e-04	-2.929005e-03	0	6.223889e-04	-3.660149e-04	4.643455e-03	-3.919579e-03	4.474116e-04	-4.208373e-03	0	4.319520e-03	1.658091e-03	1.694210e-03	-2.437214e-03	1.000135e-03	9.777077e-03	-4.922727e-04	-3.577213e-02	5.017340e-04	-2.439372e-03	0	-6.618782e-03	-7.249972e-01	0	6.364134e-03	8.246786e-04	-1.852237e-03	0	0	0	-1.678991e-03	-1.153420e-03	0	1.168830e-02	-2.439372e-03	0	2.413616e-03
1323_pair	-6.237801e-03	0	0	0	-1.264118e-03	-1.264118e-03	-1.148700e-03	1.146260e-04	2.689347e-04	2.633526e-04	2.633526e-04	8.503719e-04	0	0	-1.778066e-03	1.558575e-03	0	2.689744e-04	-2.064185e-03	-2.064185e-03	-2.825589e-03	-1.590444e-03	6.770384e-03	9.152456e-04	-4.854312e-03	-4.854312e-03	4.512946e-03	0	1.114919e-04	4.733276e-03	0	0	8.886869e-05	8.886869e-05	0	-4.110790e-04	1.443092e-03	-5.533489e-04	2.350834e-03	-9.799952e-01	-9.790416e-01	4.742156e-03	4.742156e-03	0	0	0	0	-3.741154e-03	-8.969263e-04	0	0	3.405482e-04	-1.664593e-03	0	0	0	0	0	0	1.146260e-04	2.689347e-04	2.633526e-04	8.503719e-04	-2.946306e-03	4.512946e-03	5.698117e-04	0	-1.807607e-03	-4.301681e-04	2.350834e-03	-9.790416e-01	4.742156e-03	0	0	-3.741154e-03	-8.969263e-04	-1.113929e-04	-1.664593e-03	0	0	0	0	0	-6.237801e-03	0	-1.264118e-03	2.689347e-04	0	0	0	-1.807607e-03	0	0	0	-1.571537e-04	-3.920310e-03
1339_pair	0	2.171761e-03	2.171761e-03	-1.885621e-03	2.898431e-03	-1.526758e-02	0	0	-1.777758e-03	4.502551e-04	4.502551e-04	-8.933170e-04	2.215877e-03	2.215877e-03	0	1.772977e-04	6.220044e-05	1.107470e-03	2.250454e-03	2.250454e-03	0	0	8.466320e-03	0	-4.863424e-04	-4.863424e-04	2.741425e-03	-1.902410e-03	0	6.909677e-03	0	-9.254741e-04	1.381446e-03	1.381446e-03	1.125306e-03	0	3.708523e-03	0	-1.299144e-01	-3.033567e-01	-2.816530e-01	2.638486e-03	1.353563e-03	-1.356720e-03	-1.356720e-03	0	-9.584209e-04	1.930172e-03	-4.887579e-04	6.807172e-03	-1.267094e-03	3.265981e-03	3.265981e-03	0	0	-4.170062e-01	0	0	0	0	-1.777758e-03	4.502551e-04	-8.933170e-04	-1.110408e-03	2.741425e-03	-3.242429e-04	0	-4.424932e-03	0	-1.299144e-01	-2.816530e-01	2.638486e-03	0	-2.828800e-03	1.930172e-03	-4.887579e-04	5.474920e-03	3.265981e-03	0	0	0	0	0	0	2.171761e-03	-1.526758e-02	7.423429e-04	2.215877e-03	0	0	1.874778e-04	-1.356720e-03	-9.584209e-04	0	0	0
1344_pair	4.998770e-03	-4.087713e-03	-4.087713e-03	-4.700078e-04	-8.686425e-04	-8.686425e-04	1.641055e-03	0	-9.130476e-05	5.110164e-03	5.839394e-03	-4.080028e-03	7.702151e-04	-4.164697e-03	-1.019854e-03	9.318869e-04	1.694345e-02	3.131057e-03	-6.289776e-03	-6.289776e-03	0	-2.658021e-03	-1.199768e-03	-1.392238e-02	-1.753413e-02	-1.753413e-02	3.185684e-03	0	0	2.640576e-02	0	0	-6.000840e-03	-6.000840e-03	1.890532e-03	-3.791247e-02	3.929165e-03	-6.390108e-03	-2.053210e-03	-8.373016e-03	-8.373016e-03	6.516960e-03	6.516960e-03	1.923782e-04	1.923782e-04	7.288002e-03	3.297371e-03	0	0	0	0	0	0	-1.210989e-02	-1.210989e-02	1.494574e-03	-3.681433e-03	0	0	0	-9.130476e-05	5.110164e-03	-4.080028e-03	-3.287419e-03	8.482492e-04	0	0	1.870537e-03	-3.791247e-02	-2.053210e-03	-8.373016e-03	6.516960e-03	-1.159347e-03	7.288002e-03	0	0	-1.509665e-03	0	-1.210989e-02	0	-5.293180e-03	0	-2.249238e-03	4.998770e-03	-4.087713e-03	-8.686425e-04	0	-4.164697e-03	0	-1.392238e-02	0	1.923782e-04	3.297371e-03	-1.210989e-02	0	0
134_pair	-6.360528e-03	0	0	0	1.795019e-03	1.795019e-03	0	0	-3.166024e-03	-2.195933e-03	-2.195933e-03	-2.309457e-03	-3.668081e-03	-2.393673e-02	0	0	5.468930e-03	2.858519e-03	-3.016887e-03	-3.016887e-03	-4.020888e-03	-1.842964e-04	0	-2.400743e-03	-5.073115e-03	-5.073115e-03	0	-7.361153e-03	0	9.103978e-04	0	0	0	0	-3.862364e-03	0	-1.525967e-03	-4.772518e-03	-9.842984e-03	-5.388774e-03	-1.679796e-03	0	0	0	0	-6.171410e-04	0	-2.356624e-03	-1.458626e-03	0	0	3.699092e-03	3.699092e-03	0	0	0	-2.392230e-03	8.144617e-05	1.930093e-03	0	-3.166024e-03	-2.195933e-03	-2.309457e-03	0	0	-1.135388e-03	-2.446627e-02	0	0	-9.842984e-03	-1.679796e-03	0	-6.171410e-04	-6.171410e-04	-3.608902e-04	-1.458626e-03	-1.218074e-02	3.699092e-03	6.779190e-03	8.144617e-05	0	0	0	-6.360528e-03	0	1.795019e-03	0	-2.393673e-02	0	-2.400743e-03	0	0	0	0	0	3.714308e-03
1353_pair	-6.853782e-03	-7.724699e-03	-7.724699e-03	-6.208207e-04	2.582825e-03	2.582825e-03	-2.322152e-03	-2.338258e-03	-2.365579e-03	2.237206e-03	2.237206e-03	4.248479e-04	2.311352e-03	2.579536e-03	0	-1.269133e-02	-1.123026e-02	-2.728694e-03	-2.976535e-03	-2.976535e-03	6.299785e-03	4.278819e-03	-9.515965e-04	-6.864200e-03	3.362412e-03	3.362412e-03	-3.861666e-03	0	0	0	0	0	-3.290001e-04	-3.290001e-04	0	4.219057e-04	-1.082055e-02	-2.569378e-03	4.996484e-04	-8.952717e-01	-8.952717e-01	0	-6.459147e-03	-2.278461e-03	-2.278461e-03	-5.641933e-03	-2.968004e-03	3.867978e-03	2.632036e-04	0	0	-2.742716e-02	-1.524397e-03	0	0	0	0	0	0	-2.338258e-03	-2.112791e-02	2.237206e-03	4.248479e-04	0	-3.861666e-03	6.983036e-03	-2.331613e-03	-5.822964e-03	4.219057e-04	4.996484e-04	-8.952717e-01	0	0	-1.241212e-02	3.867978e-03	2.632036e-04	-2.691462e-02	-1.524397e-03	0	0	2.704290e-03	0	0	-6.853782e-03	-7.724699e-03	9.488292e-03	0	2.579536e-03	0	-6.864200e-03	0	-2.278461e-03	-2.968004e-03	0	0	7.564211e-03
1360_pair	-3.526907e-04	0	0	0	0	0	-1.982062e-04	-1.314974e-03	0	-1.328760e-03	-1.328760e-03	-6.520612e-04	0	0	0	-1.883926e-03	-3.758728e-03	4.430404e-04	-9.319895e-04	-9.319895e-04	-1.004771e-03	1.746232e-04	-1.027655e-03	2.755306e-03	-3.432371e-03	-3.432371e-03	2.942379e-03	0	0	8.223658e-04	0	0	3.563002e-04	3.563002e-04	0	-7.239040e-04	2.136009e-03	4.005541e-03	-9.839601e-04	1.903075e-03	1.903075e-03	-3.136123e-03	-3.725694e-03	0	0	0	0	4.889547e-03	3.507104e-03	0	0	-8.269608e-04	-8.269608e-04	0	0	0	0	2.623994e-04	0	-1.314974e-03	0	0	-6.520612e-04	-1.153685e-03	-7.399741e-04	2.028522e-03	1.908483e-04	-7.347130e-03	-7.239040e-04	-9.839601e-04	1.903075e-03	-3.136123e-03	0	-3.457295e-04	4.889547e-03	3.507104e-03	4.888508e-03	-8.269608e-04	1.399545e-03	2.623994e-04	2.687217e-03	0	0	-3.526907e-04	0	0	0	0	9.601338e-04	2.731704e-03	0	0	0	0	0	0
1371_pair	6.853218e-03	0	0	0	5.551776e-03	5.551776e-03	0	4.547327e-03	-1.226095e-01	2.585667e-03	2.585667e-03	-2.907385e-03	0	0	4.974827e-03	1.045128e-03	9.881389e-04	2.944329e-03	1.915261e-03	1.915261e-03	3.431590e-03	0	3.292855e-03	0	-2.452176e-05	-2.452176e-05	-4.078182e-03	0	8.814852e-04	4.306091e-03	0	3.867660e-03	0	0	0	2.386846e-03	5.269688e-04	5.269688e-04	5.857509e-03	4.301120e-03	4.301120e-03	0	0	0	0	0	0	-2.816713e-03	-4.670980e-03	0	0	-1.006157e-03	4.769522e-04	0	0	0	0	0	0	4.547327e-03	-1.231774e-01	2.585667e-03	-2.907385e-03	-8.539671e-04	-4.078182e-03	1.007855e-03	0	-5.936435e-03	-4.917099e-03	5.857509e-03	4.301120e-03	0	0	0	-2.813415e-03	-4.670980e-03	-4.574875e-04	4.769522e-04	0	0	-4.482659e-03	0	0	6.853218e-03	0	2.009869e-03	0	0	3.564863e-04	0	-5.361070e-03	0	0	0	1.071142e-04	0
137_pair	-1.368060e-03	9.196021e-03	7.820944e-03	-2.590027e-03	1.590853e-02	1.590853e-02	4.095212e-03	0	-9.588040e-05	7.559862e-05	7.559862e-05	-2.004997e-03	2.875252e-03	0	0	-1.371369e-03	-4.247226e-03	0	3.328544e-03	3.328544e-03	1.865416e-02	4.222305e-04	-4.255888e-03	0	1.993425e-02	1.993425e-02	-1.891059e-03	0	0	8.946399e-03	0	0	0	0	5.467008e-03	0	7.615449e-03	2.052121e-03	-3.425379e-04	2.546209e-03	2.546209e-03	0	0	0	0	-4.981877e-03	0	6.043381e-03	0	4.184146e-03	-1.386897e-03	1.499982e-04	1.499982e-04	-6.942200e-04	5.357982e-03	0	-3.381801e-03	0	0	0	-1.795080e-02	7.559862e-05	-2.004997e-03	-5.494381e-04	-1.891059e-03	0	0	0	0	-3.425379e-04	2.546209e-03	0	-4.981877e-03	-4.981877e-03	6.043381e-03	0	2.530190e-03	1.499982e-04	-6.942200e-04	0	2.876340e-03	0	-8.146003e-04	-1.368060e-03	9.196021e-03	-6.685061e-04	6.053583e-04	0	-1.305588e-03	0	0	0	0	-6.942200e-04	0	6.396604e-04
1384_pair	-5.518775e-03	-6.147256e-03	-6.147256e-03	0	-3.959626e-03	-3.959626e-03	-1.322724e-03	-1.322724e-03	-3.741520e-01	-2.060877e-03	-2.060877e-03	-1.879304e-04	-2.235961e-03	0	7.367296e-03	0	0	0	0	0	-3.532972e-03	7.224201e-04	-4.131619e-03	-1.154628e-02	-1.391390e-04	-1.391390e-04	-3.791575e-03	0	2.212482e-03	-1.027974e-02	0	-1.357664e-03	5.557683e-03	-1.248074e-01	5.170005e-03	-5.783908e-01	-1.606862e-03	-1.606862e-03	-3.167037e-01	-3.294341e-01	-1.101846e+00	-1.282546e-02	-1.282546e-02	-8.421974e-04	-8.421974e-04	6.057807e-03	0	-9.551695e-05	-4.964183e-05	0	0	-1.022087e-02	-7.936164e-04	0	0	0	0	0	0	-1.322724e-03	-3.115935e-01	-2.060877e-03	-1.879304e-04	-1.519996e-03	-5.990620e-03	3.811210e-03	0	-3.513064e-03	2.070549e-03	-3.162306e-01	-3.413883e-01	-1.282546e-02	2.624437e-03	6.057807e-03	-9.551695e-05	-4.964183e-05	-1.600642e-02	-7.936164e-04	0	0	-6.923614e-03	0	0	-5.518775e-03	-6.147256e-03	3.947206e-03	0	0	-2.279535e-03	-1.085609e-02	6.887899e-03	-8.421974e-04	0	0	8.782371e-04	4.440171e-03
138_pair	4.133774e-03	2.691401e-04	-2.177244e-02	-1.153781e-03	-9.027214e-03	-9.027214e-03	5.421602e-03	-1.837819e-03	0	2.221970e-03	2.221970e-03	-2.653315e-03	0	-1.439510e-02	1.022603e-03	2.072150e-05	7.861707e-03	0	4.549223e-01	4.549223e-01	-6.835389e-04	-3.956722e-03	4.899903e-03	5.296165e-03	-3.466030e-03	-3.466030e-03	-2.068555e-03	-3.792014e-03	0	1.188548e-02	0	-8.071593e-03	0	0	2.861675e-03	-3.944651e-01	7.614917e-03	-2.279509e-02	-3.599583e-03	-1.284299e-03	-7.365210e+00	7.838352e-03	7.838352e-03	5.684238e-03	5.684238e-03	9.145506e-03	0	-3.879682e-03	-4.364047e-03	0	0	-4.314729e-04	-4.314729e-04	0	0	0	0	0	0	-6.989613e-03	0	2.221970e-03	-2.653315e-03	-3.042630e-03	-2.068555e-03	-1.808133e-03	1.015348e-03	-999999999999999	-3.944651e-01	-3.599583e-03	-1.501440e-02	7.838352e-03	0	7.399716e-03	-3.879682e-03	-4.364047e-03	-1.214391e-02	-4.314729e-04	0	0	0	0	0	4.133774e-03	2.691401e-04	3.010340e-03	0	-1.439510e-02	0	0	-3.363791e-03	5.684238e-03	0	0	0	0
139_pair	-1.040212e-02	0	0	0	-1.282741e-02	-1.282741e-02	2.270685e-03	2.270685e-03	-1.042030e-03	-8.505063e-03	-8.505063e-03	1.257266e-03	-3.024041e-03	-3.024041e-03	0	-2.184472e-03	-5.319520e-03	-2.341902e-03	-1.329306e-02	-1.329306e-02	-1.505278e-02	9.863325e-04	-5.737230e-03	-1.261733e-02	0	0	2.154445e-03	0	0	-6.928321e-03	8.451035e-03	4.369900e-03	0	0	-3.234491e-03	1.151412e-02	-4.339486e-03	-4.339486e-03	3.225149e-04	4.619878e-03	-9.448130e-01	-8.106230e-03	-1.975053e-02	0	0	0	0	-4.988288e-03	4.802937e-03	0	0	-4.086300e-03	-6.566748e-03	0	1.388591e-03	-2.666858e-03	0	0	0	2.270685e-03	-1.042030e-03	-8.505063e-03	1.257266e-03	1.618244e-04	-1.061820e-02	-6.801069e-04	0	-1.695247e-03	1.151412e-02	3.225149e-04	4.619878e-03	-8.106230e-03	0	-1.002783e-02	-4.988288e-03	4.802937e-03	-2.314765e-04	-6.566748e-03	0	0	0	0	0	-1.040212e-02	0	-1.282741e-02	0	-3.024041e-03	-4.188060e-04	-7.082012e-03	4.369900e-03	0	0	0	0	-6.261579e-05
1416_pair	-2.052739e-03	0	0	0	-2.045856e-02	-2.045856e-02	0	0	-4.546075e-02	-5.730483e-03	-5.730483e-03	1.294296e-03	-5.393798e-03	-5.393798e-03	-5.393798e-03	8.134090e-04	5.038154e-03	-1.243878e-03	-4.508077e-03	-4.508077e-03	-1.319941e-02	-1.062050e-03	4.789369e-06	-5.938413e-03	-6.688984e-03	-6.688984e-03	6.531813e-03	0	-1.312884e-03	-6.646190e-03	0	0	-5.387989e-03	-5.387989e-03	-9.164793e-03	0	0	0	7.386007e-04	-6.873512e-03	-6.873512e-03	0	-6.874300e-04	0	0	-3.833050e-02	8.992560e-03	-5.846143e-03	1.508362e-03	0	0	2.428345e-03	2.428345e-03	0	0	0	-3.573607e-03	3.505236e-03	0	0	-1.051515e-02	-5.730483e-03	1.294296e-03	-6.754921e-03	6.531813e-03	1.729714e-03	0	-3.921321e-03	0	7.386007e-04	-6.873512e-03	0	-2.455502e-03	-2.455502e-03	-6.002181e-03	1.508362e-03	-1.291716e-02	2.428345e-03	0	3.505236e-03	-1.639583e-02	0	0	-2.052739e-03	0	-7.269625e-03	-2.404127e-03	-5.393798e-03	0	-5.938413e-03	0	0	8.992560e-03	0	0	0
