pair_id	median_2q13	median_5q35_3	median_7q22_1	median_15q24_2	median_16p11_2	median_19p13_3	median_1q22	median_2p23_3	median_3p22_2	median_12q24_31	median_17q21_32	median_19p13_3_1	median_22q13_2	median_2p15	median_5q35_3_1	median_6p22_1	median_8q22_1	median_12p13_31	median_19p13_11	median_19q13_33
356_pair	2.130882e-02	2.818203e-02	-8.675777e-03	0	0	0	-1.033493e-03	3.602139e-03	0	3.099330e-02	8.223430e-03	0	2.631065e-02	2.790355e-02	2.818203e-02	-1.841744e-02	1.229312e-02	8.896669e-03	0	5.045858e-03
358_pair	-8.033435e-03	-1.556576e-03	2.008566e-03	0	-1.767678e-03	3.611305e-03	-7.453734e-04	0	0	-2.209694e-03	-6.019008e-04	3.611305e-03	0	1.762221e-03	-1.556576e-03	0	4.803525e-04	4.628597e-03	0	-4.417638e-04
367_pair	5.598897e-03	-3.096667e-03	0	0	3.803494e-03	0	3.253958e-04	4.143914e-04	-1.119581e-03	0	-1.596537e-03	0	0	-9.689021e-04	-3.096667e-03	-3.883032e-03	7.004491e-04	-7.898351e-04	0	7.364116e-06
371_pair	6.162888e-04	-1.458356e-02	-6.252061e-03	-3.535932e-03	-3.292480e-03	0	-1.984489e-02	0	-4.593745e-03	0	-7.276127e-03	0	0	1.532388e-03	-1.458356e-02	-2.248519e-02	-5.501871e-03	4.692741e-03	0	-3.735879e-03
372_pair	-2.664867e-03	-2.403882e-03	-9.412148e-03	0	0	0	-3.631391e-03	0	-1.899442e-03	-4.737084e-03	0	0	0	1.808659e-03	-2.403882e-03	-9.950139e-03	1.314464e-04	-1.360605e-02	0	0
373_pair	-2.211421e-04	2.669934e-04	-3.711497e-03	0	0	0	-4.741516e-03	3.599902e-03	0	-1.633893e-03	0	0	7.936505e-03	0	2.669934e-04	-1.698360e-03	-1.092855e-03	3.683136e-03	0	8.678555e-05
386_pair	1.136720e-03	0	0	0	3.585103e-03	9.000069e-03	5.526996e-03	0	2.507376e-04	-2.304758e-03	0	9.000069e-03	0	1.104376e-03	0	1.062672e-03	0	-2.492475e-03	0	0
393_pair	-2.110227e-03	-1.687789e-03	1.317367e-02	0	-3.440846e-03	0	1.107238e-03	1.071654e-03	4.137144e-03	-3.254600e-03	-4.341260e-03	0	0	-1.598867e-03	-1.687789e-03	-4.618069e-03	8.549501e-04	-4.852457e-04	0	6.474410e-03
435_pair	1.288969e-03	-1.438824e-03	3.183527e-04	0	1.773783e-04	0	-1.709083e-03	-2.979765e-06	0	0	0	0	0	0	-1.438824e-03	-3.009017e-04	0	-1.586983e-03	0	4.230328e-03
442_pair	-1.599499e-03	0	-2.870929e-05	-1.120106e-03	-8.282146e-04	0	-1.597151e-03	-1.801815e-03	0	-9.343876e-03	0	0	0	3.738586e-03	0	-5.284006e-03	0	-3.663612e-02	0	0
467_pair	1.979268e-03	1.091700e-04	-7.754452e-03	0	3.178194e-03	0	-1.993111e-03	-3.006851e-05	0	-2.279817e-04	0	0	0	0	1.091700e-04	-1.945159e-03	-8.628060e-04	5.604081e-04	0	2.418705e-04
473_pair	1.881419e-02	5.205845e-03	-1.625714e-02	-1.393554e-02	-5.529778e-03	5.689585e-03	3.719592e-03	3.060192e-03	-5.152880e-03	7.950205e-02	3.165400e-03	5.689585e-03	0	-1.240081e-02	5.205845e-03	-1.787851e-03	-7.301710e-03	2.533499e-02	-6.280920e-03	0
477_pair	3.651896e-03	5.139875e-03	-1.384083e-02	1.896995e-03	-5.421402e-03	2.140613e-02	2.981146e-04	-5.078034e-03	-6.999007e-04	7.755914e-06	0	2.140613e-02	0	-8.148835e-03	5.139875e-03	-6.919087e-03	-5.180339e-03	-1.291552e-03	0	-4.948982e-03
519_pair	-1.004622e-02	1.296243e-03	-1.016901e-03	0	-4.829767e-03	0	-3.657029e-04	0	0	3.035605e-03	0	0	0	0	1.296243e-03	-8.538920e-04	0	4.254972e-05	0	8.483016e-03
523_pair	0	2.718775e-02	0	0	-6.397943e-04	0	-8.081310e-04	-5.616874e-04	0	3.582198e-04	-1.211013e-02	0	0	0	2.718775e-02	2.468689e-03	1.794072e-03	3.389061e-03	0	-3.819704e-04
564_pair	0	-5.377091e-04	0	-3.962261e-03	-9.094391e-03	0	-9.635258e-03	-5.903165e-03	-2.768677e-04	7.242531e-04	5.190285e-03	0	0	-1.811921e-03	-5.377091e-04	-1.131094e-02	-1.618420e-03	-7.743317e-03	0	0
577_pair	4.489154e-04	-2.321748e-03	-1.764328e-02	0	-1.228666e-03	0	-8.006092e-03	-1.339341e-02	-6.223606e-03	-8.563196e-03	0	0	0	-4.873323e-04	-2.321748e-03	0	-1.008226e-03	5.832747e-04	0	0
594_pair	1.183486e-04	0	0	0	-1.040060e-03	0	-6.719247e-04	7.631284e-04	5.948686e-04	1.366695e-03	-1.825689e-03	0	0	0	0	2.349301e-03	0	3.014036e-03	0	6.063340e-04
628_pair	-4.504070e-03	-7.593856e-03	0	0	3.093381e-03	-3.839583e-03	2.464216e-03	-1.085289e-03	-3.406518e-03	-3.411596e-03	-2.454206e-04	-3.839583e-03	0	9.442188e-04	-7.593856e-03	-1.207582e-03	0	-7.701542e-03	0	3.055607e-03
654_pair	0	-1.746793e-03	-2.732146e-03	0	0	-9.917165e-03	-8.101952e-03	0	-8.166021e-03	-2.168047e-03	0	-9.917165e-03	0	0	-1.746793e-03	-4.343321e-03	1.490597e-03	-2.346328e-03	0	0
661_pair	-5.471082e-03	-2.933281e-02	2.346199e-04	0	-6.035776e-03	0	-1.134080e-02	-3.471213e-03	-1.198194e-02	-1.000019e-02	4.275394e-03	0	0	0	-2.933281e-02	-5.389065e-03	0	-1.018502e-02	0	0
677_pair	-3.061757e-03	-9.133681e-03	0	-1.341202e-03	-1.593663e-03	0	-2.772396e-03	0	1.074572e-03	-5.678982e-03	-1.245988e-03	0	0	1.544940e-03	-9.133681e-03	-4.590012e-03	5.119085e-04	-9.286848e-03	0	-6.576315e-03
684_pair	3.656109e-04	-1.938615e-04	0	0	-7.733849e-03	8.687410e-03	-2.627620e-03	0	0	-1.040376e-04	1.223225e-03	8.687410e-03	0	-3.719604e-03	-1.938615e-04	2.164424e-04	-2.788939e-04	0	0	2.426510e-03
723_pair	-5.344567e-03	-7.570605e-03	-2.495156e-03	0	-5.935366e-03	0	0	-1.032146e-03	-1.202765e-03	-3.042216e-03	0	0	0	5.525036e-04	-7.570605e-03	-2.223468e-03	9.231528e-04	-3.672058e-03	7.329323e-03	0
745_pair	-7.189645e-03	-1.331857e-02	0	0	-2.458608e-03	2.847930e-03	0	-2.441420e-04	0	-1.406887e-02	2.932741e-03	2.847930e-03	0	3.691688e-03	-1.331857e-02	-2.478442e-03	3.797893e-03	-1.005066e-03	0	1.059214e-02
749_pair	-3.750396e-03	-1.389813e-02	-8.944415e-03	0	9.014597e-04	-1.524533e-02	-4.314938e-03	7.687012e-03	-5.599670e-03	-9.196132e-03	8.938954e-03	-1.524533e-02	0	0	-1.389813e-02	-7.062177e-03	3.475738e-03	-1.296293e-02	0	-1.057909e-02
753_pair	7.274907e-05	-5.208485e-04	0	0	0	-5.573114e-03	-6.909370e-04	0	1.704150e-03	1.621957e-04	-1.033132e-04	-5.573114e-03	0	0	-5.208485e-04	2.088267e-03	2.011109e-03	7.697577e-03	0	0
761_pair	-1.138623e-02	4.692224e-01	0	0	2.678092e-03	0	-8.173280e-03	-3.329129e-03	0	0	1.263546e-03	0	0	8.079783e-03	4.692224e-01	-7.931005e-03	1.598190e-02	-1.318494e-02	0	-5.335552e-03
776_pair	6.059190e-04	6.592066e-03	0	0	-1.035912e-02	0	-6.900419e-03	-2.127411e-03	1.738886e-03	1.931759e-03	0	0	0	-2.376287e-03	6.592066e-03	-3.870725e-03	-4.516016e-03	6.325548e-03	0	6.528315e-04
783_pair	3.803362e-03	9.062537e-03	-4.673230e-03	-2.530947e-03	-1.210569e-02	1.065548e-02	-1.057406e-02	6.888626e-03	-1.832458e-03	1.106979e-02	0	1.065548e-02	0	-1.409364e-03	9.062537e-03	-6.971692e-03	0	1.149480e-02	0	-6.203266e-03
785_pair	-3.861677e-03	8.118455e-03	-1.993245e-03	-1.253243e-03	-9.417506e-03	0	-7.964092e-03	2.467644e-03	0	2.531258e-03	0	0	0	-3.711673e-03	8.118455e-03	3.813314e-04	0	-7.035757e-03	0	-5.756862e-03
795_pair	1.259270e-03	-2.924905e-04	-1.709028e-03	0	0	0	0	0	0	-1.851384e-02	0	0	0	3.872473e-04	-2.924905e-04	-3.825412e-04	0	2.707171e-04	-4.110488e-04	0
802_pair	1.644553e-03	3.599605e-03	0	0	3.102166e-03	0	-5.227473e-03	3.049383e-03	4.499547e-03	2.086219e-03	0	0	0	0	3.599605e-03	-7.222832e-03	-8.419198e-04	9.588952e-03	0	5.831999e-03
804_pair	3.399698e-04	4.496758e-03	-1.378079e-03	2.075586e-03	-8.228665e-04	0	2.650196e-03	-2.379071e-03	5.560540e-03	1.504621e-02	-1.230979e-04	0	0	0	4.496758e-03	-8.102794e-03	-1.402836e-03	-5.536132e-03	-1.372728e-03	4.162103e-03
824_pair	3.303907e-04	-1.241445e-02	-2.414955e-03	0	0	0	-6.464704e-03	6.261325e-03	-9.173136e-03	-1.577752e-02	3.321170e-03	0	0	-4.836261e-03	-1.241445e-02	-1.018348e-02	-1.329963e-03	-1.537010e-03	0	-7.127524e-03
832_pair	1.671518e-03	2.499835e-03	0	0	1.571908e-03	0	-2.295578e-04	0	0	-1.953728e-03	1.484538e-03	0	0	-2.073096e-03	2.499835e-03	-6.504271e-04	0	-9.650726e-05	0	9.883967e-04
853_pair	1.222558e-03	-1.712674e-02	0	0	-2.727590e-03	0	-2.028830e-03	-4.828402e-03	0	2.791689e-03	-6.894266e-03	0	0	0	-1.712674e-02	-4.808208e-03	0	-1.428725e-03	0	-4.284138e-03
862_pair	1.116728e-03	-4.678102e-03	0	-7.804486e-03	0	0	0	0	0	-5.195441e-03	1.453448e-03	0	0	-2.163015e-03	-4.678102e-03	-5.463961e-03	-3.294025e-03	-8.173029e-03	0	-1.372590e-02
875_pair	9.265282e-03	1.798092e-03	0	0	1.948596e-03	0	0	1.399274e-03	4.787811e-04	3.118899e-03	-2.903049e-03	0	0	0	1.798092e-03	2.803302e-04	2.272641e-05	4.103466e-03	0	1.291035e-03
880_pair	1.961083e-03	5.601643e-01	-1.794520e-03	0	-6.135034e-03	0	0	0	0	1.958597e-02	0	0	0	1.689392e-03	5.601643e-01	-5.190114e-04	0	-2.040648e-03	0	0
887_pair	4.183828e-03	-2.022545e-02	-2.267813e-02	-7.473430e-02	0	0	4.206378e-03	-2.809434e-02	-7.909576e-03	9.612887e-03	-3.527567e-02	0	-5.633214e-02	0	-2.022545e-02	-1.531161e-02	-9.280665e-03	-1.515624e-02	0	0
CLL-CW114_pair	9.800028e-03	2.006278e-03	1.846389e-03	4.043739e-03	2.298466e-03	0	4.979527e-03	5.591429e-03	5.650448e-03	6.006541e-03	0	0	0	0	2.006278e-03	7.927863e-03	-1.239059e-03	4.368829e-03	0	1.074123e-03
CLL-CW119_pair	1.953590e-03	1.586454e-03	1.554106e-02	8.009214e-03	3.610264e-03	0	1.108424e-02	4.661810e-03	0	1.193408e-02	1.885614e-03	0	0	-4.580737e-04	1.586454e-03	-9.447650e-04	3.086898e-04	6.363854e-03	1.382842e-03	0
CLL-CW126_pair	4.591746e-03	-1.843117e-04	0	0	1.549387e-03	1.437637e-03	1.041316e-02	-3.402001e-04	1.026474e-02	-2.869386e-03	7.198849e-04	1.437637e-03	0	0	-1.843117e-04	3.854182e-03	0	6.805326e-03	0	0
CLL-CW127_pair	3.318551e-03	2.397856e-03	-4.236737e-03	0	0	0	1.016843e-03	1.978965e-04	2.852649e-03	5.152948e-04	0	0	0	0	2.397856e-03	4.934384e-03	-3.406003e-03	1.113515e-02	5.042316e-03	-4.481253e-03
CLL-CW176_pair	1.395848e-02	1.366563e-02	2.061267e-02	4.153635e-03	1.083287e-03	0	2.323533e-02	0	1.962511e-02	3.865122e-03	5.283962e-04	0	0	-5.589460e-03	1.366563e-02	5.569858e-04	0	1.777776e-02	0	5.259089e-03
CLL-JB-0003_pair	8.486137e-03	0	4.656396e-03	6.211643e-03	4.188166e-03	-2.513046e-01	6.191196e-03	4.729306e-03	0	0	-5.319388e-03	-2.513046e-01	0	4.921019e-04	0	3.803223e-03	2.074201e-03	4.740902e-03	0	-5.122051e-06
CLL-JB-0004_pair	5.436569e-04	1.245287e-03	1.592174e-03	6.093005e-03	9.967163e-03	0	1.468440e-02	2.843555e-03	5.116608e-03	5.994327e-03	-4.070461e-03	0	0	0	1.245287e-03	7.959343e-03	-7.143291e-04	5.870973e-03	1.426550e-02	0
CLL-JB-0005_pair	1.422203e-03	7.984436e-03	6.141872e-04	0	1.046693e-02	0	2.622719e-02	3.058771e-03	0	5.425196e-03	1.220327e-02	0	1.216114e-02	1.488602e-02	7.984436e-03	9.242553e-03	0	8.688743e-03	9.400135e-03	1.677140e-04
CLL-JB-0006_pair	7.784082e-04	9.183617e-04	1.752473e-03	1.681177e-04	8.817911e-03	0	1.024460e-02	0	0	1.496826e-03	0	0	0	8.717286e-04	9.183617e-04	3.415334e-03	1.935826e-03	9.308792e-03	1.379020e-03	1.214459e-03
CLL-JB-0007_pair	3.055665e-03	7.815555e-03	8.877387e-03	5.289521e-03	1.223994e-02	0	2.120851e-02	5.000178e-03	0	9.761137e-05	0	0	0	0	7.815555e-03	1.165258e-02	-1.266165e-03	1.402718e-03	1.482940e-02	3.285771e-03
CLL-JB-0008_pair	6.808565e-03	-1.241304e-03	1.438901e-03	3.332793e-03	5.948736e-03	1.207231e-02	1.037240e-02	0	0	-1.260611e-03	-9.085971e-04	1.207231e-02	0	8.280138e-04	-1.241304e-03	1.107553e-03	0	1.530249e-02	0	0
CLL-JB-0009_pair	1.725768e-03	0	-1.292208e-03	7.369077e-03	1.219518e-02	5.927166e-04	1.006500e-02	7.828035e-03	4.982764e-03	5.432203e-03	1.379890e-02	5.927166e-04	0	7.288147e-03	0	1.049672e-02	9.035114e-06	2.671139e-03	0	2.013875e-03
CLL-JB-0010_pair	3.593505e-03	4.720398e-02	2.218857e-02	8.885628e-03	1.124417e-02	0	1.786326e-02	0	2.675031e-03	0	4.671732e-03	0	0	4.903681e-04	4.720398e-02	1.727460e-03	0	6.295606e-03	9.690703e-03	2.676369e-03
CLL-JB-0011_pair	0	3.575783e-04	1.229729e-02	1.429765e-02	1.421384e-02	0	1.731781e-02	6.442750e-03	0	2.571633e-05	2.065308e-02	0	2.038365e-02	3.497975e-03	3.575783e-04	8.285243e-03	5.606250e-03	3.465574e-03	1.541555e-02	1.193958e-03
CLL-JB-0012_pair	6.365125e-03	9.449247e-03	1.080905e-03	4.327964e-03	1.125777e-02	0	8.392786e-03	3.833285e-03	0	0	-3.201422e-03	0	0	0	9.449247e-03	6.864185e-03	-4.471067e-04	6.692405e-03	2.782597e-03	2.115979e-04
CLL-JB-0013_pair	7.851164e-03	3.340582e-03	-2.959507e-03	0	0	1.069347e-03	6.497131e-03	2.636418e-03	9.285135e-04	-6.794846e-04	5.152579e-03	1.069347e-03	0	-2.552726e-03	3.340582e-03	-1.979423e-03	2.039282e-03	4.386900e-03	0	0
CLL-JB-0014_pair	3.701150e-03	1.438336e-02	0	2.266842e-03	3.025331e-03	0	0	0	3.418262e-03	5.075873e-03	-1.689965e-03	0	0	-1.030384e-03	1.438336e-02	1.190379e-02	-8.245074e-04	2.065304e-03	1.494021e-02	4.026074e-03
CLL-JB-0016_pair	8.234882e-04	4.941485e-03	1.633882e-02	0	6.654180e-03	0	0	0	4.892504e-03	2.984155e-03	-1.240523e-03	0	3.974763e-03	1.031335e-03	4.941485e-03	4.952189e-03	-2.917051e-03	2.781978e-03	0	4.064829e-03
CLL-JB-0017_pair	6.073878e-03	4.675652e-03	-2.152048e-03	0	5.506635e-03	0	4.492610e-03	0	0	0	2.068672e-03	0	0	-5.613197e-04	4.675652e-03	2.095770e-03	1.762113e-03	1.100614e-04	0	0
CLL-JB-0018_pair	8.456533e-03	1.429372e-02	-1.334086e-03	1.776074e-02	4.543399e-03	0	2.117569e-02	1.035167e-02	0	1.575194e-02	-1.715276e-03	0	0	2.284482e-02	1.429372e-02	2.091507e-02	2.003651e-03	-5.481648e-03	0	1.157946e-02
CLL-JB-0023_pair	6.270820e-03	9.368427e-03	7.467044e-03	2.770390e-03	2.117212e-03	0	3.558722e-03	7.254741e-03	5.805509e-04	8.258526e-03	-3.786419e-04	0	0	0	9.368427e-03	-4.054985e-03	5.327649e-03	7.600692e-03	2.106102e-03	-2.463082e-03
CLL-JB-0024_pair	4.161632e-03	6.315325e-03	-5.439494e-03	2.218569e-03	0	1.544807e-02	2.031850e-03	0	4.159943e-03	-1.600996e-04	0	1.544807e-02	0	-3.285461e-03	6.315325e-03	-1.200573e-03	1.319947e-03	7.114521e-03	0	0
CLL-JB-0025_pair	6.129486e-03	1.314675e-02	1.159459e-02	6.654601e-03	1.835084e-03	0	4.559684e-03	-1.903627e-03	6.260045e-03	5.732904e-03	-1.249814e-03	0	0	4.937628e-01	1.314675e-02	-4.434142e-04	3.691399e-04	8.990432e-03	0	0
CLL-JB-0026_pair	5.018175e-03	3.645583e-03	-7.573698e-03	9.902740e-03	5.140491e-03	0	3.846360e-03	5.614183e-03	4.688283e-03	9.875565e-05	0	0	0	0	3.645583e-03	6.056050e-03	0	-1.691426e-05	2.067334e-03	-1.489036e-03
CLL-JB-0029_pair	4.271609e-03	3.308091e-03	3.287882e-03	0	7.067460e-03	0	8.540430e-04	2.389460e-03	0	2.895623e-03	0	0	0	-1.563873e-03	3.308091e-03	8.259915e-03	0	1.086278e-02	0	0
CLL-JB-0030_pair	1.207610e-03	2.650302e-03	-6.580114e-04	0	9.435190e-03	0	5.216497e-03	3.641983e-03	0	5.180555e-05	1.993573e-03	0	0	0	2.650302e-03	1.148823e-02	0	2.044746e-03	2.035413e-03	-1.994044e-03
CLL-JB-0031_pair	6.196886e-03	-4.158987e-03	2.825570e-03	0	9.006215e-03	0	9.429606e-04	-2.889798e-03	0	-6.813922e-04	-999999999999999	0	0	0	-4.158987e-03	0	-8.412963e-04	2.099608e-03	0	0
CLL-JB-0032_pair	4.889782e-03	6.627130e-03	-4.250364e-03	0	5.049800e-03	1.473533e-03	3.027744e-03	7.127948e-03	3.462887e-03	2.221598e-03	5.358541e-03	1.473533e-03	0	-4.976702e-05	6.627130e-03	-1.971528e-03	3.571590e-03	0	0	1.525384e-03
CLL-JB-0072_pair	3.648320e-03	1.533817e-02	2.579494e-03	2.414100e-03	6.346503e-03	2.009906e-02	1.367178e-02	9.894412e-03	2.785924e-03	2.829224e-03	-1.331514e-03	2.009906e-02	0	0	1.533817e-02	8.766567e-03	3.592145e-03	1.137936e-02	0	1.115785e-03
CLL-JB-0073_pair	7.725605e-03	9.984803e-03	1.428087e-03	0	0	5.559287e-03	6.134432e-03	0	5.717986e-03	6.543324e-04	5.983825e-04	5.559287e-03	-3.452490e-03	-1.471709e-04	9.984803e-03	0	-1.469389e-03	1.003945e-02	0	4.977112e-03
