pair_id	median_1p	median_1q	median_2p	median_2q	median_3p	median_3q	median_4p	median_4q	median_5p	median_5q	median_6p	median_6q	median_7p	median_7q	median_8p	median_8q	median_9p	median_9q	median_10p	median_10q	median_11p	median_11q	median_12p	median_12q	median_13q	median_14q	median_15q	median_16p	median_16q	median_17p	median_17q	median_18p	median_18q	median_19p	median_19q	median_20p	median_20q	median_21q	median_22q
166_pair	-1.884341e-03	-3.567787e-03	3.423137e-03	2.170954e-03	-2.198630e-04	0	3.248183e-03	-6.477621e-04	-6.598500e-04	-6.598500e-04	-3.715825e-03	2.098353e-03	2.732034e-03	-8.485345e-04	-4.283407e-04	-6.792288e-04	2.629636e-03	-4.833692e-04	-3.094091e-03	3.753462e-03	4.108879e-03	7.947332e-04	5.217899e-01	5.190157e-01	5.048112e-03	4.413570e-04	-9.478208e-05	-7.832215e-03	2.917665e-03	-2.033639e-03	-1.203401e-03	1.556626e-03	1.725899e-03	-8.277903e-03	1.451889e-05	4.391478e-03	-9.235958e-04	5.444652e-03	-1.899941e-03
174_pair	-1.102844e-03	-6.017363e-05	6.983900e-04	1.535088e-03	4.413549e-03	1.412602e-03	1.732508e-03	1.085002e-03	-9.178410e-04	2.052031e-03	2.919165e-03	6.457819e-04	6.351656e-04	1.196931e-03	5.529034e-03	1.390573e-03	5.648366e-03	-1.883927e-03	6.956273e-04	-3.003075e-03	3.376200e-03	-7.660625e-05	-5.942899e-03	-8.683561e-03	-4.037205e-04	-2.224264e-03	-3.497901e-03	-1.647536e-03	-5.667406e-04	-6.626847e-03	-8.906176e-03	-8.989475e-04	3.529033e-03	-8.529032e-03	-6.652178e-03	3.573502e-03	-1.083205e-02	-1.622413e-03	-7.837095e-03
176_pair	2.079856e-03	-6.740988e-04	-1.156531e-03	-1.705118e-04	1.717861e-03	-2.462732e-04	-1.637891e-03	-2.072782e-03	1.621443e-03	-8.805662e-04	3.007766e-03	2.246982e-04	2.615021e-03	-1.588915e-03	1.371860e-03	-2.151268e-03	0	3.857383e-03	-3.630854e-03	-3.266671e-03	-3.446201e-04	3.806035e-03	-1.723218e-02	5.631293e-01	-2.114310e-03	-1.972806e-03	6.647402e-04	2.384105e-03	1.954713e-03	1.901259e-03	-3.221945e-03	1.894502e-03	3.041945e-04	-6.136179e-03	-2.772633e-03	6.453570e-03	3.157853e-03	2.151210e-03	5.602961e-03
177_pair	-5.491649e-04	-6.884294e-03	-1.046814e-03	7.913830e-04	-2.137290e-02	-3.133786e-03	1.291441e-02	2.883637e-04	6.054924e-03	-4.250711e-03	-4.226029e-03	-3.167471e-03	9.971921e-03	-1.035597e-03	-2.061702e-03	1.033801e-03	7.842552e-03	1.549257e-03	-1.620712e-02	3.647145e-03	2.889458e-03	3.958042e-03	-7.735498e-03	-1.159787e-02	6.377683e-03	4.082505e-04	-9.298384e-04	-1.024201e-03	1.322024e-02	-7.274566e-01	-1.496579e-02	-6.307743e-03	4.828355e-03	-8.002383e-04	1.575048e-02	1.661816e-02	-1.829889e-03	3.863910e-03	-4.495187e-03
179_pair	6.359470e-03	5.911965e-04	-2.987239e-03	-1.328375e-03	-2.554227e-03	-2.554227e-03	-4.271774e-03	-8.071311e-03	-3.478716e-03	-3.478716e-03	-8.918921e-04	-2.383234e-03	-6.830722e-04	-4.432245e-03	1.122068e-03	-5.951315e-03	-4.721079e-03	2.025027e-03	3.035590e-03	4.592305e-03	-3.380542e-03	3.154448e-03	-5.229518e-03	-8.352394e-03	-3.098047e-03	2.067451e-03	4.409071e-03	1.043584e-02	7.103762e-03	9.583827e-03	8.259023e-03	6.674405e-03	1.668178e-03	2.635629e-02	1.472476e-02	3.509756e-03	2.174313e-02	5.272017e-03	1.817102e-02
181_pair	-1.678354e-03	-1.724671e-03	-4.315945e-03	2.050994e-03	-6.268055e-03	8.742989e-03	1.997372e-03	4.513238e-03	3.329821e-03	7.934522e-04	-5.752837e-03	7.122469e-03	1.387291e-04	6.354988e-03	-6.679488e-03	-1.387876e-03	8.699539e-03	0	-7.730981e-04	9.102327e-04	-5.078028e-03	-3.621853e-03	1.109345e-02	1.223413e-03	4.775057e-03	-5.010328e-03	-1.098496e-02	-1.690516e-02	-5.118525e-03	1.723782e-02	7.105539e-03	4.918086e-03	4.104608e-03	-5.785874e-03	-5.393233e-03	-1.004831e-02	-9.481252e-03	1.035547e-02	3.203085e-03
184_pair	-3.632256e-04	-1.247946e-02	1.337685e-02	4.855081e-03	-8.063475e-03	8.105882e-03	1.186520e-02	1.280978e-02	4.861510e-03	0	-1.384965e-02	9.761744e-03	-9.562316e-04	5.948264e-03	-9.812975e-03	4.651328e-04	2.190986e-02	-6.024304e-03	-1.771224e-02	3.573131e-04	5.056644e-03	-8.034449e-03	1.392791e-02	-8.981171e-04	2.519013e-02	-3.255748e-03	-2.165458e-02	-4.585301e-02	-2.870513e-03	-9.567464e-03	-1.395793e-02	-1.919316e-02	8.345441e-03	-4.734041e-02	-3.584247e-02	-9.738749e-03	-2.742983e-02	9.240518e-03	-3.333597e-02
188_pair	-1.027931e-03	-1.683940e-04	-1.119655e-03	1.427431e-03	-1.079373e-03	1.830855e-04	4.824766e-04	9.049171e-04	4.476350e-04	8.161222e-04	-5.629925e-04	8.032732e-04	2.814924e-04	1.033751e-04	-8.748674e-04	6.099603e-04	3.526214e-04	1.339774e-05	6.027264e-04	-5.221993e-04	-2.833733e-04	-6.739032e-04	-7.981436e-04	-2.441327e-03	3.795041e-04	1.893151e-05	-1.491400e-03	6.781919e-04	-5.515609e-04	-1.693521e-04	-8.012547e-04	2.077692e-03	2.165995e-04	1.813710e-03	-1.865067e-03	-2.130697e-03	-3.697598e-03	1.147416e-04	-3.101635e-03
192_pair	-3.984768e-03	0	1.190834e-03	3.248483e-03	-2.657347e-03	1.303268e-03	3.052181e-03	4.539573e-03	3.647150e-03	2.178641e-03	-7.128046e-04	2.040586e-03	1.436743e-03	5.311517e-04	1.316729e-03	2.581109e-03	7.708280e-04	-1.268773e-02	-1.490519e-02	-1.458799e-03	3.208394e-04	1.053613e-03	-9.257779e-03	-9.977632e-03	-1.933370e-03	-1.443082e-03	-4.713763e-03	-8.626829e-04	-1.334249e-03	-8.979196e-01	-8.672635e-03	1.723242e-03	4.087408e-03	-8.181549e-03	-7.392237e-03	-5.442507e-03	-1.041505e-02	1.384579e-03	-1.094756e-02
199_pair	2.887360e-04	1.729502e-03	7.556536e-04	7.269277e-05	1.412723e-03	1.673041e-03	-7.301437e-04	7.836317e-04	-3.805273e-04	1.346306e-03	4.601942e-04	1.371941e-03	1.283558e-04	1.062409e-03	3.346934e-04	-1.001412e-04	7.788846e-04	1.347077e-03	-6.405254e-04	-1.158240e-03	-8.824113e-05	2.086787e-03	-7.640419e-04	-1.063526e-03	-9.517262e-04	-6.062950e-05	-1.893821e-04	-4.932225e-04	-9.037664e-04	-3.209620e-03	-2.347431e-03	-1.417995e-03	-9.738856e-04	-4.122733e-04	-3.752065e-03	-1.311078e-03	-3.672776e-03	-1.571608e-03	-5.078900e-03
244_pair	8.892789e-03	1.562030e-03	-6.838465e-03	-7.775959e-03	7.306928e-03	-5.973695e-03	1.396588e-02	-2.111489e-02	5.067902e-03	-7.849048e-03	3.106056e-03	-3.610528e-02	3.244170e-03	-6.277986e-03	3.349225e-03	-1.680188e-02	7.879803e-03	4.528044e-03	1.211694e-02	1.049936e-02	3.521290e-03	2.230847e-02	-1.904994e-02	-2.067913e-02	-9.021658e-02	-3.467755e-04	0	7.196098e-02	3.076809e-02	-7.199514e-02	2.360539e-02	7.292945e-03	6.499193e-03	3.766348e-03	3.444529e-02	2.831984e-02	4.263748e-02	-1.428356e-02	3.997993e-02
277_pair	-1.280182e-02	-5.281339e-03	0	1.301520e-03	1.682297e-03	3.349186e-03	4.535531e-03	7.800099e-03	4.733417e-03	2.271576e-03	-6.533852e-03	6.829254e-03	-5.971313e-04	8.050647e-04	3.816841e-03	7.078947e-03	4.033701e-03	-5.598716e-03	-5.981755e-03	-7.417316e-03	2.503983e-03	-7.335070e-03	4.704296e-01	4.653453e-01	7.136250e-03	-3.201446e-03	-1.110124e-02	-2.522200e-02	-1.757295e-02	-1.923615e-02	-1.831500e-02	-2.440877e-03	3.724402e-04	-2.385620e-02	-2.615217e-02	-2.029886e-03	-5.760375e-02	-2.029495e-03	-2.424215e-02
278_pair	4.528900e-04	-3.486262e-04	-1.099753e-03	9.154833e-04	-1.584894e-04	1.166467e-03	-1.489867e-04	2.263085e-03	2.503413e-03	2.139416e-03	7.866018e-04	-1.263472e-03	5.342622e-04	1.423713e-03	6.035271e-04	-7.655143e-04	7.925991e-04	-1.708646e-03	2.090371e-03	-1.612265e-04	2.921809e-04	-2.951493e-04	-1.993981e-04	-2.520248e-03	1.636990e-03	4.244052e-04	-1.789672e-03	-1.522931e-03	-1.920522e-03	-3.749176e-03	-3.400154e-03	-1.253469e-01	1.175418e-03	1.532830e-03	-2.398671e-04	-4.204766e-03	-1.483789e-03	-9.268879e-04	-5.665715e-03
282_pair	-5.058313e-03	-1.059035e-03	-1.428984e-03	1.171686e-03	3.161034e-03	-1.018629e-03	3.073904e-03	2.487184e-03	3.012375e-03	4.887896e-05	-1.281528e-03	1.559508e-03	1.430702e-03	1.645638e-04	-9.406104e-01	7.079070e-04	2.311230e-03	-3.145363e-03	-3.457835e-03	-4.463406e-04	-6.544929e-04	-1.053602e-03	5.473316e-01	5.446406e-01	3.189031e-03	3.028203e-03	-4.972767e-03	-4.944525e-03	-1.667858e-03	-6.769737e-03	-9.781832e-03	-1.187476e-03	4.085330e-04	-1.960688e-02	-9.255543e-03	2.814927e-03	-5.372467e-03	6.984474e-03	-9.573059e-03
283_pair	4.804023e-04	-1.190776e-03	-1.304844e-03	-1.094605e-03	2.108252e-03	-8.793237e-04	6.987189e-05	-9.194723e-04	4.550179e-04	-1.653942e-04	1.361358e-03	-4.270069e-04	-7.003614e-04	2.943111e-05	1.671343e-03	-1.448836e-03	-1.283871e-03	5.725498e-04	7.762193e-04	1.174410e-03	5.511855e-04	1.135524e-03	-1.987442e-03	-4.138750e-03	-3.941835e-04	2.394400e-03	8.155513e-04	1.870344e-03	1.072632e-03	1.653583e-03	1.079743e-03	-1.828569e-04	-1.191696e-03	5.836328e-03	1.584480e-03	5.978785e-04	4.130896e-03	3.663953e-04	3.319167e-03
288_pair	-1.053141e-03	1.391109e-03	1.320219e-03	2.873285e-04	-6.608040e-04	1.617982e-03	-1.289766e-03	4.243757e-04	-9.781317e-04	1.148891e-03	2.542516e-03	6.309998e-04	2.146058e-03	1.451112e-03	3.268940e-03	3.990065e-04	1.564091e-03	2.070208e-03	-9.388052e-05	-1.019775e-03	-3.117227e-03	1.429370e-03	-6.388225e-03	-6.388225e-03	-4.883822e-04	-1.074590e-03	-1.750462e-03	-2.660091e-03	-2.474049e-03	1.661554e-03	-1.349108e-03	2.008302e-03	-9.549700e-04	2.051413e-03	7.206417e-05	-2.444664e-03	-5.080557e-03	-1.250660e-04	-8.413782e-04
290_pair	8.211506e-03	-1.629538e-02	-1.558671e-03	-3.195923e-03	-1.504403e-02	-1.671733e-03	4.212608e-03	6.169456e-03	2.998826e-04	-7.252600e-03	-1.401393e-02	3.945397e-03	-2.815473e-03	4.305964e-03	-7.692925e-01	4.366131e-01	-8.068638e-03	4.823419e-03	2.807375e-03	2.526130e-03	-1.453448e-02	-2.153233e-02	1.065249e-02	-9.256602e-04	2.128483e-02	5.245555e-03	1.026670e-03	-1.950939e-02	-1.053593e-03	3.526237e-02	1.472648e-02	-2.197663e-03	-1.330347e-03	2.055137e-02	1.714964e-02	-3.083420e-02	2.193974e-02	1.571212e-02	1.081146e-02
294_pair	1.887983e-03	4.106911e-03	5.930979e-03	6.022819e-03	-2.545175e-01	2.535210e-03	7.697063e-03	1.268622e-02	9.003236e-03	-7.363387e-03	1.139903e-03	6.684645e-03	4.761801e-03	-1.460176e-02	-5.553079e-02	4.458794e-03	-8.245122e-03	-6.690707e-01	3.283792e-03	-9.748591e-04	4.654162e-03	8.119273e-03	-4.508081e-03	-2.380451e-03	-1.049034e-01	4.122792e-03	2.370204e-02	-9.814292e-03	-6.356391e-03	-6.938636e-01	-2.271606e-02	2.250855e-03	5.789516e-03	-3.522752e-02	-2.185338e-02	-2.230289e-01	-1.780128e-02	2.590549e-03	-1.923734e-02
296_pair	0	1.609866e-03	8.412830e-03	2.014285e-03	-9.201616e-02	-1.915051e-03	1.228380e-03	-2.138671e-03	-4.404930e-03	3.152676e-03	5.721310e-04	-2.113814e-03	5.304473e-03	6.722912e-04	-1.669433e-01	-2.209936e-03	-4.178245e-02	-1.020780e-01	-1.793462e-02	-3.140973e-03	3.309083e-03	5.188022e-03	5.609916e-01	5.578903e-01	4.592330e-03	3.014841e-03	2.520560e-03	-1.136828e-02	5.465479e-03	-1.630569e-01	-1.052252e-02	9.167231e-04	4.886865e-03	-1.789529e-02	-5.626607e-03	1.345549e-02	6.527162e-03	7.200317e-04	3.969235e-03
306_pair	-5.568918e-03	-3.216834e-03	4.728515e-03	1.982691e-03	7.326964e-03	2.999059e-03	-9.525610e-01	8.204075e-03	7.068881e-03	7.634334e-03	-1.312850e-03	-6.597321e-03	3.270512e-03	8.554093e-03	-5.281336e-03	5.668018e-01	4.266519e-03	-4.288664e-03	-4.818605e-03	0	-4.746426e-04	-1.063799e-01	-7.268015e-03	-1.715610e-02	6.362297e-03	-3.319988e-03	-5.500665e-03	-9.849219e-03	-4.479173e-03	-1.229535e-02	-1.384431e-02	5.617552e-03	5.617552e-03	-1.198178e-02	-1.639372e-02	3.602255e-03	-7.422233e-03	-1.306672e-03	-1.391359e-02
308_pair	-3.705818e-03	2.499476e-03	8.613766e-04	4.894180e-04	-4.886522e-03	4.302090e-03	-1.799734e-03	1.721099e-03	-6.469252e-03	2.507480e-03	5.025900e-03	4.498502e-05	1.146436e-03	6.416263e-04	1.254991e-03	7.818721e-04	2.461266e-03	7.160236e-04	1.162339e-03	-7.121613e-04	-5.931630e-03	-2.113817e-03	-1.032799e-02	-1.391137e-02	-6.525308e-03	4.899686e-04	1.202957e-04	-1.255077e-02	-3.031544e-03	6.577721e-04	-3.619251e-04	3.932772e-03	-3.823482e-03	-3.713983e-03	-2.481043e-03	5.196028e-03	-1.005135e-02	-2.923892e-03	-1.077037e-02
318_pair	-3.705306e-03	-1.458039e-03	-1.453091e-03	-2.404626e-04	-6.337096e-05	3.281487e-03	1.689787e-03	2.152419e-03	-1.417991e-03	4.116276e-04	-1.135759e-03	5.262452e-03	2.000562e-03	7.627699e-04	4.290023e-03	3.147830e-03	2.711994e-03	-1.854291e-03	-1.752583e-03	-2.801389e-03	-1.393367e-03	-8.194380e-03	5.497653e-01	5.482185e-01	1.730528e-03	2.686938e-04	-3.695715e-03	-9.737741e-03	-1.162654e-02	-5.861336e-03	-7.401210e-03	-2.087610e-03	0	-1.720726e-02	-1.621141e-02	5.379662e-04	-1.203898e-02	-2.587478e-03	-1.253951e-02
339_pair	-1.527044e-03	3.428875e-03	-1.940558e-04	1.071789e-04	2.944342e-03	-5.422946e-04	-3.820536e-04	-1.697114e-03	1.713870e-03	-7.498805e-04	2.778139e-03	-4.490735e-04	2.405868e-03	0	3.029073e-03	-9.035847e-04	4.769439e-03	1.612778e-03	2.691253e-03	9.612130e-04	-1.478180e-03	1.440073e-03	-5.207398e-03	-6.524955e-03	-1.526208e-02	2.774172e-04	6.249964e-04	2.788295e-03	1.475348e-03	3.403827e-03	-1.967005e-03	4.559711e-04	3.046801e-03	-1.765623e-03	1.438252e-03	4.243095e-03	-2.504577e-03	3.878402e-05	-3.210566e-04
342_pair	-1.122751e-03	-2.087278e-03	-1.932760e-03	3.725596e-03	-2.724226e-04	6.010766e-04	-2.263466e-03	3.713257e-03	-6.441163e-04	3.280637e-03	-1.085993e-03	7.170162e-03	-1.286667e-03	1.537424e-03	6.338263e-03	9.683723e-05	1.272220e-04	-8.295839e-03	-4.376317e-03	-5.100855e-03	-1.093104e-03	-8.155922e-03	5.426575e-01	5.448501e-01	-1.009451e-03	1.966304e-03	-6.553355e-03	-1.716449e-02	-1.514769e-02	-1.925681e-02	-1.495190e-02	5.640383e-01	5.677666e-01	5.456360e-01	5.479483e-01	6.789697e-04	-1.514415e-02	-3.995538e-03	-2.965665e-02
343_pair	-3.854779e-04	-9.727071e-04	1.006487e-03	1.228756e-04	9.465366e-04	-1.590308e-03	-9.714524e-04	-2.498111e-03	-8.045440e-04	-8.045440e-04	-6.940601e-04	-1.589039e-03	3.672596e-03	-2.163002e-03	-2.849714e-04	-3.347577e-03	-3.755343e-04	-1.110671e-04	-5.449160e-03	4.142516e-03	-1.208187e-03	1.584297e-03	9.446913e-02	9.599579e-02	0	-4.216297e-03	-2.152471e-04	1.400647e-03	6.314299e-03	1.719138e-03	-1.352261e-03	-9.562173e-04	1.032434e-03	1.487459e-03	1.081279e-02	8.889205e-03	5.851605e-03	-2.710786e-03	9.059303e-03
356_pair	4.784940e-03	8.069795e-03	5.597018e-01	-5.610575e-03	6.352843e-03	-4.929043e-03	-3.645632e-03	-1.750768e-02	-1.334093e-02	-4.885028e-03	1.094081e-02	-2.106919e-02	8.863996e-03	1.586427e-05	1.322119e-02	-1.699245e-02	-4.658733e-03	9.773531e-03	3.093389e-03	7.880234e-03	-1.154132e-02	1.202060e-02	-1.605742e-02	-1.338876e-02	-2.061304e-02	-6.642430e-03	9.051775e-03	2.893598e-02	1.727286e-02	1.806208e-02	1.594553e-02	3.852247e-03	-2.034967e-03	3.508203e-02	3.053743e-02	-9.081358e-01	3.120285e-02	-1.888109e-02	1.978868e-02
358_pair	-5.164513e-04	7.032444e-04	-1.387555e-04	5.825451e-04	-1.010902e-03	1.284435e-03	-8.178717e-04	5.947685e-04	-1.593831e-03	9.328738e-04	-2.516854e-05	7.999694e-04	-7.148856e-05	9.739779e-04	-9.409098e-05	-9.409098e-05	3.154694e-04	3.920236e-04	4.487195e-04	7.946145e-05	6.262339e-04	0	-9.711679e-04	-1.139305e-03	-5.649077e-04	1.265776e-03	3.087751e-04	1.819126e-03	-7.228380e-04	1.479171e-03	-3.166046e-04	2.903170e-03	-3.087288e-04	6.220667e-03	-1.880300e-03	-2.984605e-03	1.436920e-03	-9.633262e-04	-2.253909e-03
367_pair	-1.537566e-03	-1.290450e-03	-1.905532e-03	4.498787e-04	1.454234e-03	-2.170121e-04	9.730663e-04	1.014733e-03	6.572042e-04	-6.400639e-04	1.714503e-05	2.358581e-03	-5.007694e-04	1.785785e-04	2.141061e-03	1.710453e-04	8.292431e-04	-7.643497e-04	2.573751e-04	-6.536144e-04	6.190802e-04	9.153758e-05	-9.585148e-03	-1.103821e-02	1.839822e-03	-1.698969e-04	-2.036991e-03	-3.662320e-03	-2.230173e-03	-2.100827e-03	-1.062901e-03	1.023317e-03	-5.767265e-05	-1.023381e-03	5.390264e-04	3.477130e-03	-3.180323e-03	2.869776e-03	-3.913858e-03
371_pair	-2.290292e-03	-2.541399e-03	1.574718e-03	2.713495e-03	4.027035e-03	7.743163e-04	5.048843e-03	2.786558e-03	2.545105e-03	1.156129e-03	-1.060695e-03	3.790431e-03	3.661192e-03	-1.693172e-03	-1.727552e-03	1.885821e-03	7.128152e-04	6.514647e-04	-9.314379e-03	-5.954272e-04	8.116231e-04	-6.996268e-03	-1.084796e-02	-1.084796e-02	7.010049e-03	1.559220e-03	-8.186580e-03	-2.196892e-02	-3.228201e-03	-1.701919e-02	-1.894962e-02	-1.977460e-03	7.267029e-03	-3.609145e-02	-1.891721e-02	7.507753e-03	-1.019480e-02	7.612515e-03	-2.009179e-02
372_pair	-2.138880e-03	-3.732867e-03	-2.303192e-03	3.057991e-04	2.606667e-03	-1.878165e-03	1.197333e-03	1.907713e-03	1.709649e-03	3.492478e-04	1.369922e-05	1.736482e-03	7.552898e-04	2.379387e-04	-9.633808e-01	5.745736e-01	2.696667e-03	-1.916661e-03	-4.564419e-04	-1.690722e-03	6.144414e-05	-5.379265e-03	5.558976e-01	5.537554e-01	2.108944e-03	-1.339506e-03	-7.123601e-03	-6.994056e-03	-3.575171e-03	-7.156209e-03	-8.014025e-03	2.595376e-04	1.235076e-03	-1.385573e-02	-1.450458e-02	-2.670423e-04	-1.168306e-02	7.449130e-05	-1.309036e-02
373_pair	-6.586272e-04	1.358288e-04	-1.038047e-03	1.201118e-03	2.398078e-03	1.779205e-03	4.900738e-03	8.122389e-05	4.484486e-05	8.276377e-04	1.646685e-03	-6.764394e-05	2.490404e-03	2.412243e-04	-1.385511e-01	1.260666e-03	3.267882e-03	1.357694e-04	-3.268912e-03	-7.507455e-04	-6.194161e-04	5.626043e-04	-8.157249e-03	-8.128703e-03	4.470006e-03	-3.274403e-03	-3.382371e-03	-2.509873e-03	1.857466e-03	0	-6.541460e-03	-4.189638e-03	2.569555e-03	-1.216603e-02	-3.735627e-03	5.223343e-04	-2.873764e-03	-9.081389e-04	-6.077475e-03
386_pair	4.947580e-04	8.839315e-06	-7.342996e-04	-4.481215e-06	-9.888599e-04	1.509840e-03	-1.638726e-03	6.081493e-04	1.756681e-04	1.756681e-04	-3.709040e-04	1.843308e-04	1.411814e-03	1.203657e-03	-1.484203e-03	-1.039325e-03	2.367778e-03	-3.941946e-04	-4.043138e-04	-4.176013e-04	-1.822137e-03	1.748211e-03	-1.599136e-03	-6.206206e-03	6.951947e-04	0	-8.864907e-04	-2.921298e-03	-2.381228e-03	1.877769e-03	-1.960874e-03	-1.183161e-03	2.481097e-03	4.485576e-03	6.010178e-03	-1.961798e-03	2.202948e-03	1.241223e-03	1.695947e-03
393_pair	1.940370e-03	1.255005e-03	7.668122e-05	1.945590e-04	1.785166e-03	1.213403e-03	-2.748314e-03	7.400410e-04	3.593017e-05	1.086710e-03	3.153420e-04	0	8.974416e-04	-1.238513e-03	6.684807e-03	1.271704e-03	1.230635e-03	1.856726e-03	-2.025278e-03	3.273137e-04	1.888967e-03	3.431006e-04	-9.791608e-03	-9.171308e-03	-3.378299e-03	-1.322304e-03	-9.524428e-04	-1.700507e-03	-2.242364e-03	-1.968169e-03	-1.600645e-04	1.004341e-03	-1.715649e-04	-2.811711e-03	-2.205358e-03	3.359359e-03	-6.463766e-03	-3.790436e-03	-1.346348e-03
435_pair	-9.864319e-05	1.058656e-03	2.135519e-03	-7.390120e-04	1.372513e-03	8.557970e-04	-9.080125e-04	7.661398e-04	1.439567e-03	-1.199612e-04	-1.060212e-03	-1.060212e-03	3.583907e-04	-3.853970e-05	1.032804e-04	8.708707e-04	1.322642e-05	0	3.946790e-04	-5.568878e-04	3.754759e-04	-5.696698e-03	-2.019045e-03	-2.481850e-03	1.203330e-03	2.934547e-03	9.394441e-04	-1.063461e-03	-1.459297e-03	3.135626e-03	-1.683302e-04	5.440134e-04	-4.902414e-04	-5.293033e-03	1.126677e-03	-2.423707e-05	1.398905e-03	-6.031030e-04	-1.160823e-03
442_pair	-5.354539e-03	-1.514704e-03	5.192628e-01	-7.741429e-04	1.216326e-03	1.223023e-03	1.588523e-03	4.363611e-03	8.357874e-04	0	-2.895137e-03	3.605689e-03	2.486843e-03	2.286297e-03	-1.080817e-03	2.821687e-03	4.323583e-03	-2.245728e-03	-1.278389e-03	-1.481317e-04	-2.225876e-03	-5.064929e-03	1.365097e-03	-1.342120e-03	6.742784e-03	-5.384228e-04	-6.308463e-03	-7.874793e-03	-6.089106e-03	-5.694757e-03	-5.485207e-03	-8.233070e-01	8.721761e-04	-1.247685e-02	-6.705927e-03	-1.191504e-04	-6.959892e-03	-4.548502e-04	-9.512828e-03
467_pair	-2.257193e-04	-3.797331e-04	-1.577600e-03	-2.186077e-03	5.593547e-05	-7.195766e-04	1.108933e-03	-2.313434e-04	3.269273e-03	4.093356e-04	1.271408e-03	-2.464140e-05	-2.761754e-04	-2.029350e-03	2.019285e-03	4.884641e-05	6.561215e-04	8.321625e-04	-1.162709e-03	7.773774e-04	1.784725e-03	5.775129e-04	-4.952231e-03	-4.668657e-03	1.590252e-03	1.925005e-03	-1.244457e-03	9.416441e-04	1.501559e-03	2.613876e-04	-1.233169e-03	-5.346601e-04	-1.589116e-03	3.871234e-03	3.871234e-03	1.181430e-03	1.078304e-03	-5.529968e-05	3.204337e-04
473_pair	4.027005e-03	-2.603830e-03	6.217119e-03	-8.142283e-06	3.180905e-03	-2.733753e-03	1.027057e-03	-5.590980e-04	-2.490700e-03	-2.299668e-03	1.787851e-03	-7.100644e-03	9.506426e-03	-4.069846e-03	-3.042687e-03	-3.597959e-03	1.494592e-04	2.787491e-03	-2.469513e-02	2.566231e-03	1.222628e-03	8.595246e-04	-8.407861e-03	-7.173159e-03	4.320887e-03	2.776801e-03	4.096764e-03	-1.247660e-02	7.423745e-03	2.682215e-03	-7.102575e-04	-8.467273e-03	6.557499e-03	1.361252e-03	3.401355e-03	6.843660e-03	7.574633e-03	-5.554454e-03	1.118040e-02
477_pair	2.671823e-03	9.841489e-05	4.136252e-03	1.354223e-03	3.446736e-03	-6.439361e-03	7.652067e-03	-5.185870e-03	-3.676245e-03	0	3.584881e-03	-5.312331e-03	1.110473e-02	-1.471079e-03	-1.033144e-03	-6.130072e-03	2.188984e-03	5.752809e-03	-1.719329e-02	3.527023e-03	3.099714e-03	4.825279e-03	-6.092147e-03	-6.608310e-03	1.089437e-03	-1.791863e-03	6.190346e-03	1.654626e-03	8.012308e-03	2.211378e-03	-3.329513e-03	-1.265901e-03	7.487683e-03	-4.564968e-03	2.070295e-02	1.496403e-02	1.185023e-02	-1.718462e-03	1.244110e-03
519_pair	1.912373e-03	-3.027686e-04	-1.624800e-03	-7.079993e-04	1.117904e-04	-1.771804e-03	-8.080230e-04	2.343551e-05	1.001864e-03	2.118898e-04	-5.478416e-04	-3.469137e-04	5.275766e-04	-1.953911e-04	1.019582e-03	-7.038534e-04	4.726817e-04	3.527153e-04	-2.339733e-03	3.748792e-04	1.587172e-03	9.721025e-04	-3.717010e-03	-5.206965e-03	-2.332547e-03	2.656388e-03	-2.015050e-03	5.787487e-03	2.093814e-03	9.502104e-04	9.544189e-06	-5.383720e-04	-1.220689e-04	8.956674e-03	4.878340e-03	1.319983e-03	1.814568e-03	3.921196e-04	2.662855e-03
523_pair	-8.576725e-05	1.757047e-03	5.570528e-04	-3.953234e-04	-2.239405e-04	-8.918755e-04	1.394239e-03	9.351512e-05	-1.372731e-03	5.121113e-04	-4.922481e-04	6.096315e-04	5.868053e-04	8.575237e-04	7.306328e-04	0	7.588641e-04	-3.809340e-04	-7.446252e-04	3.822499e-04	-1.366978e-03	8.331992e-04	-4.841367e-03	-3.443922e-03	3.106708e-04	2.640193e-03	-9.016125e-04	5.234062e-04	-1.612468e-04	1.646183e-03	9.848982e-03	-1.404013e-03	-1.404013e-03	7.893873e-03	2.300456e-03	-2.412747e-03	2.084262e-03	1.604456e-03	1.308355e-03
564_pair	-1.933167e-03	-1.650197e-03	-1.316534e-03	4.431729e-04	1.110185e-03	4.750489e-04	2.423021e-03	3.129950e-03	-6.725792e-04	-1.684644e-03	-1.668039e-03	-1.040821e-03	4.214117e-04	-1.538212e-03	-2.153411e-03	6.529190e-04	5.837109e-04	-8.025775e-04	-8.827256e-03	1.271344e-03	0	1.046991e-03	5.466013e-01	5.482866e-01	-5.947280e-03	1.724487e-03	-2.248290e-03	-5.044782e-03	-3.291724e-04	-1.002896e-02	-1.104149e-02	-4.567216e-03	1.984044e-03	-2.471317e-02	8.849557e-01	2.262531e-03	3.608436e-03	-2.470308e-03	-7.566413e-03
